method,split,task,regime,mean_success_rate,ci95_success_rate,mean_override_precision,ci95_override_precision,mean_unsafe_action_rate,ci95_unsafe_action_rate,mean_tracking_error,ci95_tracking_error,mean_damage_rate,ci95_damage_rate,mean_latency_cost,ci95_latency_cost,mean_calibration_error,ci95_calibration_error,groups,episodes_per_group
proposed_servo_foundation_arbiter,heldout_object,cable_tip_alignment,occlusion_shift,0.688776,0.031151,0.644500,0.004769,0.079099,0.001056,0.121211,0.000740,0.036859,0.002823,0.216940,0.002624,0.053409,0.000715,7,84
proposed_servo_foundation_arbiter,heldout_object,drawer_handle_alignment,camera_extrinsic_drift,0.734694,0.025820,0.651085,0.001524,0.080849,0.001162,0.104291,0.000815,0.034153,0.000672,0.213945,0.002723,0.051674,0.000787,7,84
proposed_servo_foundation_arbiter,heldout_object,drawer_handle_alignment,compound_visual_geometry_shift,0.685374,0.046348,0.639556,0.004997,0.090596,0.003445,0.112207,0.000739,0.036964,0.002493,0.220236,0.001903,0.055950,0.000785,7,84
proposed_servo_foundation_arbiter,heldout_object,drawer_handle_alignment,depth_scale_error,0.724490,0.025166,0.647505,0.004718,0.083214,0.001114,0.105973,0.002326,0.035082,0.000675,0.217555,0.000656,0.055054,0.000754,7,84
proposed_servo_foundation_arbiter,heldout_object,drawer_handle_alignment,jacobian_mismatch,0.721088,0.034854,0.642616,0.004718,0.088507,0.001114,0.109413,0.002326,0.035526,0.001308,0.218839,0.001004,0.056983,0.000754,7,84
proposed_servo_foundation_arbiter,heldout_object,drawer_handle_alignment,lighting_shift,0.726190,0.022771,0.656207,0.004744,0.073403,0.001085,0.102151,0.000760,0.032815,0.002270,0.211152,0.000667,0.050563,0.000734,7,84
proposed_servo_foundation_arbiter,heldout_object,drawer_handle_alignment,nominal_view,0.751701,0.028996,0.665704,0.001395,0.067686,0.003868,0.095724,0.000590,0.034869,0.000503,0.213541,0.000650,0.046189,0.000656,7,84
proposed_servo_foundation_arbiter,heldout_object,drawer_handle_alignment,occlusion_shift,0.709184,0.043461,0.643753,0.001434,0.085240,0.002827,0.106324,0.002572,0.035856,0.000717,0.217964,0.000520,0.055861,0.001932,7,84
proposed_servo_foundation_arbiter,heldout_object,eye_in_hand_peg_insert,camera_extrinsic_drift,0.732993,0.042251,0.646831,0.001511,0.076416,0.001152,0.108617,0.000808,0.032221,0.001883,0.215151,0.001031,0.051375,0.002326,7,84
proposed_servo_foundation_arbiter,heldout_object,eye_in_hand_peg_insert,compound_visual_geometry_shift,0.736395,0.040552,0.635250,0.001613,0.089555,0.001229,0.121216,0.000862,0.034376,0.002436,0.217460,0.002324,0.057967,0.000833,7,84
proposed_servo_foundation_arbiter,heldout_object,eye_in_hand_peg_insert,depth_scale_error,0.746599,0.044012,0.647571,0.004727,0.082021,0.001104,0.113732,0.001870,0.034055,0.001391,0.216109,0.001019,0.054680,0.000747,7,84
proposed_servo_foundation_arbiter,heldout_object,eye_in_hand_peg_insert,jacobian_mismatch,0.724490,0.026667,0.642682,0.004727,0.087315,0.001104,0.117172,0.001870,0.034873,0.001059,0.217581,0.000845,0.056609,0.000747,7,84
proposed_servo_foundation_arbiter,heldout_object,eye_in_hand_peg_insert,lighting_shift,0.744898,0.030062,0.652004,0.004752,0.074154,0.001075,0.110140,0.000754,0.032154,0.001922,0.211036,0.000969,0.051517,0.000728,7,84
proposed_servo_foundation_arbiter,heldout_object,eye_in_hand_peg_insert,nominal_view,0.729592,0.026317,0.658655,0.004769,0.064588,0.001056,0.104423,0.000740,0.033360,0.002477,0.212411,0.002198,0.047944,0.000715,7,84
proposed_servo_foundation_arbiter,heldout_object,eye_in_hand_peg_insert,occlusion_shift,0.755102,0.015986,0.645547,0.001421,0.085343,0.002830,0.112712,0.002359,0.035252,0.000827,0.217144,0.000841,0.055228,0.002389,7,84
proposed_servo_foundation_arbiter,heldout_object,mobile_pick_reapproach,camera_extrinsic_drift,0.748299,0.040870,0.649432,0.004684,0.074864,0.001152,0.095629,0.001860,0.032562,0.002932,0.213960,0.000753,0.052591,0.002524,7,84
proposed_servo_foundation_arbiter,heldout_object,mobile_pick_reapproach,compound_visual_geometry_shift,0.744898,0.054331,0.635564,0.003720,0.088003,0.001229,0.107084,0.000862,0.034807,0.003025,0.218623,0.002351,0.056897,0.000833,7,84
proposed_servo_foundation_arbiter,heldout_object,mobile_pick_reapproach,depth_scale_error,0.767007,0.030490,0.650172,0.005137,0.080470,0.001104,0.100743,0.000774,0.032006,0.001074,0.214867,0.000821,0.053609,0.000747,7,84
proposed_servo_foundation_arbiter,heldout_object,mobile_pick_reapproach,jacobian_mismatch,0.704082,0.027148,0.645282,0.005137,0.085763,0.001104,0.104184,0.000774,0.033641,0.001133,0.216746,0.000864,0.055539,0.000747,7,84
proposed_servo_foundation_arbiter,heldout_object,mobile_pick_reapproach,lighting_shift,0.748299,0.026667,0.654605,0.005167,0.072603,0.001075,0.096008,0.000754,0.032687,0.002554,0.212251,0.002384,0.050446,0.000728,7,84
proposed_servo_foundation_arbiter,heldout_object,mobile_pick_reapproach,nominal_view,0.724490,0.042731,0.661256,0.005188,0.066467,0.003564,0.090428,0.000612,0.035452,0.000996,0.213710,0.000886,0.046929,0.000661,7,84
proposed_servo_foundation_arbiter,heldout_object,mobile_pick_reapproach,occlusion_shift,0.738095,0.036004,0.643574,0.001421,0.085507,0.001085,0.100935,0.002540,0.034121,0.001172,0.216276,0.000906,0.056472,0.000734,7,84
proposed_servo_foundation_arbiter,heldout_object,visual_grasp_centering,camera_extrinsic_drift,0.770408,0.032886,0.648639,0.001511,0.078165,0.001152,0.078610,0.000808,0.030460,0.001110,0.216112,0.000848,0.050085,0.000780,7,84
proposed_servo_foundation_arbiter,heldout_object,visual_grasp_centering,compound_visual_geometry_shift,0.765306,0.031269,0.639874,0.001613,0.093416,0.001229,0.086985,0.002274,0.033028,0.001236,0.216483,0.000991,0.058119,0.002292,7,84
proposed_servo_foundation_arbiter,heldout_object,visual_grasp_centering,depth_scale_error,0.784014,0.052033,0.647619,0.004727,0.082450,0.001104,0.082792,0.001870,0.032427,0.001333,0.216190,0.000912,0.054776,0.000747,7,84
proposed_servo_foundation_arbiter,heldout_object,visual_grasp_centering,jacobian_mismatch,0.761905,0.031798,0.642729,0.004727,0.087743,0.001104,0.086232,0.001870,0.033245,0.000729,0.217661,0.000648,0.056706,0.000747,7,84
proposed_servo_foundation_arbiter,heldout_object,visual_grasp_centering,lighting_shift,0.778912,0.043461,0.653283,0.005167,0.073791,0.001075,0.078641,0.000754,0.029988,0.002299,0.210623,0.000598,0.051072,0.000728,7,84
proposed_servo_foundation_arbiter,heldout_object,visual_grasp_centering,nominal_view,0.778912,0.047454,0.661517,0.005188,0.065412,0.002840,0.072619,0.000666,0.031751,0.003098,0.212635,0.001903,0.047167,0.000683,7,84
proposed_servo_foundation_arbiter,heldout_object,visual_grasp_centering,occlusion_shift,0.785714,0.022194,0.644890,0.001421,0.085244,0.002830,0.081399,0.002359,0.033357,0.000645,0.216941,0.000756,0.054964,0.002389,7,84
proposed_servo_foundation_arbiter,heldout_workspace,cable_tip_alignment,camera_extrinsic_drift,0.675170,0.049814,0.643979,0.001511,0.086290,0.001152,0.128313,0.000808,0.036633,0.001366,0.219617,0.002546,0.057528,0.000780,7,84
proposed_servo_foundation_arbiter,heldout_workspace,cable_tip_alignment,compound_visual_geometry_shift,0.630952,0.026943,0.633526,0.001613,0.100275,0.001229,0.133506,0.000862,0.038924,0.001095,0.222965,0.000875,0.062410,0.002483,7,84
proposed_servo_foundation_arbiter,heldout_workspace,cable_tip_alignment,depth_scale_error,0.656463,0.036515,0.640217,0.001447,0.083374,0.003532,0.126262,0.000645,0.038266,0.001874,0.219791,0.002489,0.058445,0.002597,7,84
proposed_servo_foundation_arbiter,heldout_workspace,cable_tip_alignment,jacobian_mismatch,0.704082,0.011863,0.634728,0.001447,0.089932,0.003838,0.129453,0.000617,0.038612,0.000396,0.221408,0.002616,0.061239,0.002602,7,84
proposed_servo_foundation_arbiter,heldout_workspace,cable_tip_alignment,lighting_shift,0.726190,0.051676,0.645010,0.001408,0.084352,0.001075,0.124348,0.002343,0.035803,0.001528,0.218757,0.001065,0.057891,0.002360,7,84
proposed_servo_foundation_arbiter,heldout_workspace,cable_tip_alignment,nominal_view,0.700680,0.032375,0.651925,0.001383,0.074984,0.001056,0.119914,0.002555,0.033980,0.001045,0.214648,0.000858,0.056740,0.000715,7,84
proposed_servo_foundation_arbiter,heldout_workspace,cable_tip_alignment,occlusion_shift,0.693878,0.035172,0.643463,0.001421,0.085502,0.001085,0.130116,0.000760,0.035915,0.002024,0.218598,0.001954,0.058179,0.000734,7,84
proposed_servo_foundation_arbiter,heldout_workspace,drawer_handle_alignment,camera_extrinsic_drift,0.653061,0.043333,0.645766,0.004651,0.083717,0.001191,0.110538,0.000835,0.034620,0.001540,0.219812,0.002233,0.057411,0.002504,7,84
proposed_servo_foundation_arbiter,heldout_workspace,drawer_handle_alignment,compound_visual_geometry_shift,0.687075,0.024795,0.635327,0.001664,0.094282,0.001267,0.121318,0.000889,0.036481,0.002104,0.221241,0.001828,0.061103,0.000859,7,84
proposed_servo_foundation_arbiter,heldout_workspace,drawer_handle_alignment,depth_scale_error,0.692177,0.033555,0.645426,0.001498,0.088512,0.001143,0.116223,0.000801,0.036513,0.001175,0.219975,0.002555,0.059019,0.000774,7,84
proposed_servo_foundation_arbiter,heldout_workspace,drawer_handle_alignment,jacobian_mismatch,0.705782,0.055711,0.639936,0.001498,0.093355,0.001143,0.119346,0.000801,0.036273,0.001521,0.221932,0.002648,0.060642,0.000774,7,84
proposed_servo_foundation_arbiter,heldout_workspace,drawer_handle_alignment,lighting_shift,0.741497,0.044012,0.644496,0.004718,0.083484,0.002821,0.111208,0.002581,0.035626,0.000884,0.218571,0.002479,0.058938,0.000722,7,84
proposed_servo_foundation_arbiter,heldout_workspace,drawer_handle_alignment,nominal_view,0.744898,0.044638,0.655982,0.001434,0.070683,0.001095,0.105491,0.000767,0.032932,0.002231,0.213028,0.000996,0.052014,0.000741,7,84
proposed_servo_foundation_arbiter,heldout_workspace,drawer_handle_alignment,occlusion_shift,0.685374,0.024870,0.641807,0.001472,0.088923,0.001123,0.116577,0.000787,0.034784,0.000957,0.221509,0.000776,0.058724,0.000761,7,84
proposed_servo_foundation_arbiter,heldout_workspace,eye_in_hand_peg_insert,camera_extrinsic_drift,0.724490,0.039581,0.643417,0.001549,0.082536,0.003778,0.121789,0.000670,0.037295,0.001361,0.217887,0.001142,0.058205,0.000735,7,84
proposed_servo_foundation_arbiter,heldout_workspace,eye_in_hand_peg_insert,compound_visual_geometry_shift,0.678571,0.034534,0.632926,0.004594,0.094777,0.001258,0.129180,0.000882,0.036137,0.002363,0.221234,0.001607,0.061898,0.000852,7,84
proposed_servo_foundation_arbiter,heldout_workspace,eye_in_hand_peg_insert,depth_scale_error,0.719388,0.045501,0.642823,0.001485,0.085426,0.001133,0.121555,0.000794,0.033858,0.000882,0.220652,0.000659,0.057369,0.000767,7,84
proposed_servo_foundation_arbiter,heldout_workspace,eye_in_hand_peg_insert,jacobian_mismatch,0.729592,0.059753,0.637333,0.001485,0.090269,0.001133,0.124677,0.000794,0.033686,0.001685,0.221500,0.001108,0.058992,0.000767,7,84
proposed_servo_foundation_arbiter,heldout_workspace,eye_in_hand_peg_insert,lighting_shift,0.743197,0.052880,0.642199,0.003774,0.084057,0.001104,0.119125,0.002330,0.035137,0.001241,0.219656,0.000895,0.058642,0.000747,7,84
proposed_servo_foundation_arbiter,heldout_workspace,eye_in_hand_peg_insert,nominal_view,0.676871,0.035798,0.657699,0.001421,0.070836,0.001085,0.113112,0.000760,0.034660,0.002080,0.214531,0.001798,0.052576,0.000734,7,84
proposed_servo_foundation_arbiter,heldout_workspace,eye_in_hand_peg_insert,occlusion_shift,0.712585,0.045092,0.640932,0.001460,0.087133,0.001114,0.122824,0.000781,0.034264,0.002043,0.219620,0.000958,0.057959,0.000754,7,84
proposed_servo_foundation_arbiter,heldout_workspace,mobile_pick_reapproach,camera_extrinsic_drift,0.704082,0.028545,0.641546,0.001549,0.084347,0.003482,0.107675,0.000699,0.036254,0.000469,0.217000,0.000656,0.057122,0.000746,7,84
proposed_servo_foundation_arbiter,heldout_workspace,mobile_pick_reapproach,compound_visual_geometry_shift,0.704082,0.033555,0.635629,0.001652,0.094873,0.002776,0.114998,0.000807,0.036341,0.002488,0.222174,0.002592,0.060787,0.000820,7,84
proposed_servo_foundation_arbiter,heldout_workspace,mobile_pick_reapproach,depth_scale_error,0.736395,0.042120,0.640952,0.001485,0.083807,0.001133,0.107304,0.000794,0.032966,0.001931,0.219391,0.000876,0.056231,0.000767,7,84
proposed_servo_foundation_arbiter,heldout_workspace,mobile_pick_reapproach,jacobian_mismatch,0.697279,0.042861,0.635463,0.001485,0.088650,0.001133,0.110426,0.000794,0.033780,0.001858,0.220732,0.000996,0.057854,0.000767,7,84
proposed_servo_foundation_arbiter,heldout_workspace,mobile_pick_reapproach,lighting_shift,0.775510,0.045947,0.647188,0.005137,0.082438,0.001104,0.107161,0.000774,0.032887,0.001420,0.218242,0.000982,0.057504,0.000747,7,84
proposed_servo_foundation_arbiter,heldout_workspace,mobile_pick_reapproach,nominal_view,0.753401,0.035172,0.655828,0.001421,0.070933,0.002830,0.098930,0.000686,0.033844,0.002515,0.214961,0.002621,0.051465,0.000703,7,84
proposed_servo_foundation_arbiter,heldout_workspace,mobile_pick_reapproach,occlusion_shift,0.721088,0.048266,0.639061,0.001460,0.085514,0.001114,0.108573,0.000781,0.034685,0.001879,0.218444,0.001137,0.056821,0.000754,7,84
proposed_servo_foundation_arbiter,heldout_workspace,visual_grasp_centering,camera_extrinsic_drift,0.780612,0.042251,0.646472,0.001549,0.079805,0.001181,0.089626,0.002295,0.033001,0.002997,0.219090,0.000622,0.059533,0.000800,7,84
proposed_servo_foundation_arbiter,heldout_workspace,visual_grasp_centering,compound_visual_geometry_shift,0.756803,0.031740,0.627363,0.001652,0.099304,0.001258,0.097572,0.002445,0.034482,0.001127,0.222480,0.000928,0.064750,0.000852,7,84
proposed_servo_foundation_arbiter,heldout_workspace,visual_grasp_centering,depth_scale_error,0.770408,0.047415,0.644118,0.001485,0.086520,0.001133,0.090952,0.000794,0.032546,0.000752,0.221026,0.000573,0.057879,0.000767,7,84
proposed_servo_foundation_arbiter,heldout_workspace,visual_grasp_centering,jacobian_mismatch,0.777211,0.037317,0.638629,0.001485,0.091363,0.001133,0.094074,0.000794,0.032442,0.000965,0.221908,0.000744,0.059501,0.000767,7,84
proposed_servo_foundation_arbiter,heldout_workspace,visual_grasp_centering,lighting_shift,0.756803,0.043461,0.642438,0.003774,0.084359,0.001104,0.087962,0.002330,0.033968,0.001360,0.218732,0.001781,0.058611,0.000747,7,84
proposed_servo_foundation_arbiter,heldout_workspace,visual_grasp_centering,nominal_view,0.782313,0.035172,0.657234,0.001421,0.070611,0.001085,0.081577,0.000760,0.031250,0.002668,0.212337,0.000822,0.052184,0.000734,7,84
proposed_servo_foundation_arbiter,heldout_workspace,visual_grasp_centering,occlusion_shift,0.722789,0.044305,0.641523,0.001460,0.087699,0.001114,0.091848,0.000781,0.032221,0.001397,0.220050,0.000975,0.058108,0.000754,7,84
uncertainty_gated_foundation,clean_deployment,cable_tip_alignment,camera_extrinsic_drift,0.619048,0.021602,0.531206,0.001434,0.164549,0.003539,0.144278,0.001878,0.068273,0.000523,0.245278,0.000713,0.076589,0.002602,7,84
uncertainty_gated_foundation,clean_deployment,cable_tip_alignment,compound_visual_geometry_shift,0.576531,0.045501,0.523146,0.003744,0.179246,0.001171,0.155270,0.002492,0.069721,0.002701,0.247519,0.000719,0.082680,0.001864,7,84
uncertainty_gated_foundation,clean_deployment,cable_tip_alignment,depth_scale_error,0.656463,0.054467,0.534685,0.003801,0.167966,0.002844,0.146101,0.000659,0.067284,0.001105,0.242793,0.000724,0.075511,0.001891,7,84
uncertainty_gated_foundation,clean_deployment,cable_tip_alignment,jacobian_mismatch,0.593537,0.055877,0.528109,0.004778,0.176057,0.002844,0.149953,0.000659,0.069431,0.001646,0.244973,0.001180,0.076643,0.000676,7,84
uncertainty_gated_foundation,clean_deployment,cable_tip_alignment,lighting_shift,0.630952,0.021602,0.540445,0.001331,0.158747,0.001018,0.141976,0.001891,0.064120,0.000540,0.242052,0.002736,0.076420,0.002387,7,84
uncertainty_gated_foundation,clean_deployment,cable_tip_alignment,nominal_view,0.680272,0.027622,0.541096,0.001306,0.150006,0.003603,0.140152,0.000572,0.065821,0.001020,0.237493,0.000859,0.072148,0.000622,7,84
uncertainty_gated_foundation,clean_deployment,cable_tip_alignment,occlusion_shift,0.600340,0.037367,0.533089,0.001344,0.170977,0.001027,0.146427,0.000720,0.066591,0.001258,0.242402,0.001999,0.078556,0.002591,7,84
uncertainty_gated_foundation,clean_deployment,drawer_handle_alignment,camera_extrinsic_drift,0.641156,0.044222,0.532638,0.001485,0.162195,0.001133,0.131473,0.000794,0.063297,0.001086,0.242916,0.000788,0.074410,0.000767,7,84
uncertainty_gated_foundation,clean_deployment,drawer_handle_alignment,compound_visual_geometry_shift,0.568027,0.043716,0.522305,0.001588,0.182048,0.001210,0.140391,0.002471,0.066786,0.001089,0.246614,0.002586,0.082877,0.001856,7,84
uncertainty_gated_foundation,clean_deployment,drawer_handle_alignment,depth_scale_error,0.647959,0.039394,0.534965,0.003783,0.163033,0.001085,0.133760,0.000760,0.065614,0.002460,0.241306,0.001933,0.076145,0.000734,7,84
uncertainty_gated_foundation,clean_deployment,drawer_handle_alignment,jacobian_mismatch,0.624150,0.030062,0.528389,0.004744,0.171124,0.001085,0.137612,0.000760,0.065835,0.002227,0.243094,0.001886,0.078420,0.000734,7,84
uncertainty_gated_foundation,clean_deployment,drawer_handle_alignment,lighting_shift,0.632653,0.042731,0.530429,0.001383,0.156383,0.001056,0.131450,0.000740,0.065354,0.002570,0.242175,0.002326,0.075377,0.000715,7,84
uncertainty_gated_foundation,clean_deployment,drawer_handle_alignment,nominal_view,0.690476,0.035642,0.540224,0.001357,0.145924,0.001037,0.127269,0.000726,0.063238,0.002340,0.240960,0.002101,0.073363,0.000702,7,84
uncertainty_gated_foundation,clean_deployment,drawer_handle_alignment,occlusion_shift,0.615646,0.032088,0.526505,0.001395,0.171187,0.001066,0.135433,0.002550,0.066000,0.001000,0.242962,0.000810,0.080414,0.000721,7,84
uncertainty_gated_foundation,clean_deployment,eye_in_hand_peg_insert,camera_extrinsic_drift,0.632653,0.036158,0.531014,0.001472,0.159681,0.001123,0.137128,0.000787,0.066415,0.002426,0.240893,0.000958,0.075412,0.002339,7,84
uncertainty_gated_foundation,clean_deployment,eye_in_hand_peg_insert,compound_visual_geometry_shift,0.629252,0.021257,0.518343,0.004643,0.184641,0.002793,0.147368,0.000767,0.068895,0.000839,0.245011,0.000834,0.079361,0.000781,7,84
uncertainty_gated_foundation,clean_deployment,eye_in_hand_peg_insert,depth_scale_error,0.659864,0.051640,0.528513,0.004752,0.163759,0.001075,0.141705,0.000754,0.065085,0.002312,0.241239,0.001702,0.077073,0.000728,7,84
uncertainty_gated_foundation,clean_deployment,eye_in_hand_peg_insert,jacobian_mismatch,0.642857,0.043801,0.524224,0.004752,0.171850,0.001075,0.145557,0.000754,0.065170,0.002422,0.242959,0.002151,0.079347,0.000728,7,84
uncertainty_gated_foundation,clean_deployment,eye_in_hand_peg_insert,lighting_shift,0.646259,0.028674,0.535717,0.001370,0.159053,0.001047,0.137338,0.002561,0.063854,0.000770,0.239957,0.001943,0.077632,0.000708,7,84
uncertainty_gated_foundation,clean_deployment,eye_in_hand_peg_insert,nominal_view,0.712585,0.053020,0.547240,0.001344,0.149890,0.001027,0.129500,0.000720,0.062377,0.001312,0.237234,0.002252,0.071929,0.002591,7,84
uncertainty_gated_foundation,clean_deployment,eye_in_hand_peg_insert,occlusion_shift,0.675170,0.015870,0.530929,0.001383,0.173209,0.001056,0.139720,0.000740,0.066470,0.000829,0.243282,0.000708,0.077652,0.002575,7,84
uncertainty_gated_foundation,clean_deployment,mobile_pick_reapproach,camera_extrinsic_drift,0.680272,0.022443,0.528990,0.001472,0.161593,0.003520,0.124336,0.001949,0.066360,0.001915,0.240549,0.001866,0.076718,0.002571,7,84
uncertainty_gated_foundation,clean_deployment,mobile_pick_reapproach,compound_visual_geometry_shift,0.624150,0.032546,0.520892,0.005037,0.184838,0.001200,0.133364,0.000842,0.067438,0.000931,0.244051,0.000762,0.079496,0.001858,7,84
uncertainty_gated_foundation,clean_deployment,mobile_pick_reapproach,depth_scale_error,0.678571,0.025963,0.533350,0.004752,0.162241,0.001075,0.127632,0.000754,0.065316,0.002630,0.242327,0.002729,0.076036,0.000728,7,84
uncertainty_gated_foundation,clean_deployment,mobile_pick_reapproach,jacobian_mismatch,0.642857,0.054126,0.526774,0.005167,0.170332,0.001075,0.131484,0.000754,0.065776,0.002003,0.244234,0.002266,0.078311,0.000728,7,84
uncertainty_gated_foundation,clean_deployment,mobile_pick_reapproach,lighting_shift,0.653061,0.044222,0.533693,0.001370,0.157535,0.001047,0.125552,0.001884,0.063272,0.002087,0.241164,0.002689,0.076596,0.000708,7,84
uncertainty_gated_foundation,clean_deployment,mobile_pick_reapproach,nominal_view,0.673469,0.020905,0.545216,0.001344,0.148372,0.001027,0.117714,0.002366,0.061569,0.000914,0.238900,0.002543,0.074323,0.001897,7,84
uncertainty_gated_foundation,clean_deployment,mobile_pick_reapproach,occlusion_shift,0.644558,0.068204,0.528905,0.001383,0.171691,0.001056,0.127934,0.002352,0.065493,0.001189,0.242576,0.000725,0.080046,0.001890,7,84
uncertainty_gated_foundation,clean_deployment,visual_grasp_centering,camera_extrinsic_drift,0.715986,0.037565,0.531670,0.001472,0.160701,0.001123,0.106673,0.000787,0.061995,0.001950,0.240916,0.001093,0.074789,0.001874,7,84
uncertainty_gated_foundation,clean_deployment,visual_grasp_centering,compound_visual_geometry_shift,0.683673,0.025892,0.517241,0.001575,0.180913,0.003470,0.118131,0.000713,0.067320,0.002043,0.246731,0.000996,0.081214,0.000759,7,84
uncertainty_gated_foundation,clean_deployment,visual_grasp_centering,depth_scale_error,0.702381,0.036717,0.531983,0.005167,0.163459,0.001075,0.110317,0.000754,0.062758,0.002128,0.240790,0.001687,0.076692,0.000728,7,84
uncertainty_gated_foundation,clean_deployment,visual_grasp_centering,jacobian_mismatch,0.654762,0.017638,0.525407,0.005167,0.171550,0.001075,0.114169,0.000754,0.064599,0.002204,0.242816,0.001812,0.078966,0.000728,7,84
uncertainty_gated_foundation,clean_deployment,visual_grasp_centering,lighting_shift,0.731293,0.027352,0.533557,0.001370,0.157961,0.001047,0.107677,0.001884,0.060162,0.001012,0.239698,0.002335,0.076711,0.000708,7,84
uncertainty_gated_foundation,clean_deployment,visual_grasp_centering,nominal_view,0.709184,0.051890,0.544376,0.001344,0.148270,0.001027,0.100609,0.002571,0.060096,0.001315,0.238650,0.002454,0.074077,0.001897,7,84
uncertainty_gated_foundation,clean_deployment,visual_grasp_centering,occlusion_shift,0.700680,0.015635,0.529121,0.001383,0.172381,0.001056,0.110246,0.002352,0.064171,0.000810,0.242651,0.000741,0.079198,0.002369,7,84
uncertainty_gated_foundation,combined_stress,cable_tip_alignment,camera_extrinsic_drift,0.535714,0.057607,0.514006,0.004744,0.191880,0.001085,0.171712,0.000760,0.070593,0.002272,0.251880,0.001002,0.089863,0.000734,7,84
uncertainty_gated_foundation,combined_stress,cable_tip_alignment,compound_visual_geometry_shift,0.472789,0.042514,0.501009,0.004676,0.209736,0.001162,0.179218,0.002497,0.074636,0.002281,0.258717,0.000975,0.096966,0.001866,7,84
uncertainty_gated_foundation,combined_stress,cable_tip_alignment,depth_scale_error,0.547619,0.028803,0.512594,0.001357,0.196775,0.001037,0.171149,0.002361,0.069964,0.001136,0.252922,0.001927,0.093224,0.001895,7,84
uncertainty_gated_foundation,combined_stress,cable_tip_alignment,jacobian_mismatch,0.517007,0.047454,0.508504,0.001357,0.205015,0.001037,0.175107,0.002361,0.071579,0.001210,0.254878,0.001758,0.094458,0.002378,7,84
uncertainty_gated_foundation,combined_stress,cable_tip_alignment,lighting_shift,0.557823,0.047336,0.518515,0.001319,0.187676,0.001008,0.168252,0.002582,0.069654,0.002961,0.255335,0.000855,0.091929,0.000682,7,84
uncertainty_gated_foundation,combined_stress,cable_tip_alignment,nominal_view,0.612245,0.038730,0.520790,0.001293,0.183583,0.000989,0.165139,0.000692,0.070052,0.000872,0.248106,0.000642,0.086256,0.000669,7,84
uncertainty_gated_foundation,combined_stress,cable_tip_alignment,occlusion_shift,0.479592,0.036968,0.510191,0.001331,0.199181,0.001018,0.174477,0.002577,0.071469,0.002036,0.257963,0.002007,0.094713,0.000688,7,84
uncertainty_gated_foundation,combined_stress,drawer_handle_alignment,camera_extrinsic_drift,0.537415,0.045947,0.517085,0.001472,0.194781,0.001123,0.157969,0.000787,0.070357,0.001511,0.255749,0.001044,0.090295,0.000761,7,84
uncertainty_gated_foundation,combined_stress,drawer_handle_alignment,compound_visual_geometry_shift,0.496599,0.034801,0.499528,0.001575,0.209216,0.001200,0.166489,0.001850,0.073766,0.002493,0.260085,0.000807,0.096206,0.000813,7,84
uncertainty_gated_foundation,combined_stress,drawer_handle_alignment,depth_scale_error,0.578231,0.022690,0.509947,0.001408,0.198811,0.001075,0.156795,0.002343,0.070776,0.000652,0.254783,0.000654,0.091922,0.002360,7,84
uncertainty_gated_foundation,combined_stress,drawer_handle_alignment,jacobian_mismatch,0.547619,0.042295,0.505858,0.001408,0.207052,0.001075,0.159610,0.001877,0.072346,0.001397,0.256739,0.001013,0.093156,0.002565,7,84
uncertainty_gated_foundation,combined_stress,drawer_handle_alignment,lighting_shift,0.617347,0.064291,0.517006,0.004778,0.190566,0.003570,0.153358,0.000605,0.070495,0.001291,0.252902,0.000812,0.086636,0.000655,7,84
uncertainty_gated_foundation,combined_stress,drawer_handle_alignment,nominal_view,0.620748,0.030307,0.516991,0.001344,0.177895,0.003898,0.149901,0.000563,0.070154,0.000513,0.250756,0.000562,0.085398,0.000630,7,84
uncertainty_gated_foundation,combined_stress,drawer_handle_alignment,occlusion_shift,0.574830,0.042514,0.507541,0.005188,0.196069,0.001056,0.159916,0.000740,0.071762,0.002598,0.256890,0.001943,0.091040,0.000715,7,84
uncertainty_gated_foundation,combined_stress,eye_in_hand_peg_insert,camera_extrinsic_drift,0.549320,0.050259,0.516156,0.001460,0.193164,0.001114,0.164284,0.000781,0.069014,0.001788,0.254041,0.001206,0.089567,0.000754,7,84
uncertainty_gated_foundation,combined_stress,eye_in_hand_peg_insert,compound_visual_geometry_shift,0.500000,0.057831,0.498548,0.005047,0.214421,0.001191,0.170764,0.000835,0.072964,0.001742,0.257293,0.001994,0.094419,0.002309,7,84
uncertainty_gated_foundation,combined_stress,eye_in_hand_peg_insert,depth_scale_error,0.552721,0.047180,0.513338,0.001395,0.198719,0.002837,0.163044,0.000673,0.072446,0.001136,0.255609,0.000812,0.089949,0.002372,7,84
uncertainty_gated_foundation,combined_stress,eye_in_hand_peg_insert,jacobian_mismatch,0.544218,0.051854,0.509249,0.001395,0.205245,0.003558,0.166934,0.000619,0.073496,0.001502,0.257344,0.001065,0.091155,0.001889,7,84
uncertainty_gated_foundation,combined_stress,eye_in_hand_peg_insert,lighting_shift,0.590136,0.026874,0.511556,0.001357,0.185558,0.001037,0.162994,0.000726,0.069856,0.002380,0.255041,0.000748,0.089310,0.000702,7,84
uncertainty_gated_foundation,combined_stress,eye_in_hand_peg_insert,nominal_view,0.629252,0.040552,0.524703,0.001331,0.177613,0.001018,0.156016,0.002577,0.066424,0.002119,0.252259,0.001953,0.089012,0.000688,7,84
