method,split,regime,task,seed,episodes,success_rate,override_precision,unsafe_action_rate,tracking_error,damage_rate,latency_cost,calibration_error
ensemble_risk_gate,heldout_object,nominal_view,drawer_handle_alignment,6,84,0.642857,0.566864,0.125908,0.118037,0.055402,0.235421,0.069108
ensemble_risk_gate,heldout_object,nominal_view,cable_tip_alignment,0,84,0.571429,0.572373,0.125040,0.133205,0.056708,0.233787,0.062238
ensemble_risk_gate,heldout_object,nominal_view,cable_tip_alignment,1,84,0.714286,0.573093,0.125592,0.133591,0.054273,0.232730,0.062610
ensemble_risk_gate,heldout_object,nominal_view,cable_tip_alignment,2,84,0.702381,0.573813,0.126144,0.133977,0.054934,0.233221,0.062983
ensemble_risk_gate,heldout_object,nominal_view,cable_tip_alignment,3,84,0.654762,0.574533,0.114690,0.133883,0.055448,0.234069,0.063164
ensemble_risk_gate,heldout_object,nominal_view,cable_tip_alignment,4,84,0.595238,0.575253,0.115242,0.134269,0.057061,0.235037,0.063537
ensemble_risk_gate,heldout_object,nominal_view,cable_tip_alignment,5,84,0.666667,0.575973,0.115794,0.134655,0.056054,0.234694,0.063910
ensemble_risk_gate,heldout_object,nominal_view,cable_tip_alignment,6,84,0.571429,0.576693,0.116346,0.135041,0.058381,0.236019,0.064283
ensemble_risk_gate,heldout_object,nominal_view,mobile_pick_reapproach,0,84,0.761905,0.561741,0.120674,0.116793,0.049125,0.230288,0.065992
ensemble_risk_gate,heldout_object,nominal_view,mobile_pick_reapproach,1,84,0.750000,0.562485,0.121244,0.117192,0.049799,0.230791,0.066377
ensemble_risk_gate,heldout_object,nominal_view,mobile_pick_reapproach,2,84,0.726190,0.563229,0.121814,0.117590,0.050711,0.231413,0.066762
ensemble_risk_gate,heldout_object,nominal_view,mobile_pick_reapproach,3,84,0.666667,0.563973,0.122384,0.117989,0.052337,0.232392,0.067148
ensemble_risk_gate,heldout_object,nominal_view,mobile_pick_reapproach,4,84,0.571429,0.564717,0.122954,0.118388,0.054678,0.233729,0.067533
ensemble_risk_gate,heldout_object,nominal_view,mobile_pick_reapproach,5,84,0.738095,0.565461,0.123524,0.118787,0.051780,0.232446,0.067918
ensemble_risk_gate,heldout_object,nominal_view,mobile_pick_reapproach,6,84,0.750000,0.566205,0.124094,0.111182,0.051658,0.232711,0.068303
ensemble_risk_gate,heldout_object,lighting_shift,eye_in_hand_peg_insert,0,84,0.535714,0.564670,0.127504,0.132270,0.053190,0.233884,0.066366
ensemble_risk_gate,heldout_object,lighting_shift,eye_in_hand_peg_insert,1,84,0.607143,0.565430,0.128086,0.132678,0.052206,0.233562,0.066759
ensemble_risk_gate,heldout_object,lighting_shift,eye_in_hand_peg_insert,2,84,0.702381,0.566190,0.128668,0.133085,0.050747,0.233002,0.067153
ensemble_risk_gate,heldout_object,lighting_shift,eye_in_hand_peg_insert,3,84,0.642857,0.566950,0.129250,0.133492,0.052382,0.233989,0.067546
ensemble_risk_gate,heldout_object,lighting_shift,eye_in_hand_peg_insert,4,84,0.559524,0.567710,0.129832,0.133900,0.054494,0.235214,0.067939
ensemble_risk_gate,heldout_object,lighting_shift,eye_in_hand_peg_insert,5,84,0.630952,0.568470,0.130414,0.134307,0.053510,0.234892,0.068333
ensemble_risk_gate,heldout_object,lighting_shift,eye_in_hand_peg_insert,6,84,0.630952,0.569230,0.130996,0.134714,0.053955,0.235284,0.068726
ensemble_risk_gate,heldout_object,lighting_shift,visual_grasp_centering,0,84,0.654762,0.558382,0.135139,0.098451,0.055154,0.237984,0.071414
ensemble_risk_gate,heldout_object,lighting_shift,visual_grasp_centering,1,84,0.750000,0.559142,0.123715,0.098378,0.052835,0.229420,0.071615
ensemble_risk_gate,heldout_object,lighting_shift,visual_grasp_centering,2,84,0.642857,0.559902,0.124297,0.098785,0.055423,0.230883,0.064004
ensemble_risk_gate,heldout_object,lighting_shift,visual_grasp_centering,3,84,0.690476,0.560662,0.124879,0.099193,0.054916,0.230799,0.064397
ensemble_risk_gate,heldout_object,lighting_shift,visual_grasp_centering,4,84,0.690476,0.561422,0.125461,0.099600,0.055361,0.231191,0.064791
ensemble_risk_gate,heldout_object,lighting_shift,visual_grasp_centering,5,84,0.714286,0.562182,0.126043,0.100007,0.055330,0.231345,0.065184
ensemble_risk_gate,heldout_object,lighting_shift,visual_grasp_centering,6,84,0.726190,0.562942,0.126625,0.100414,0.047532,0.231618,0.065577
ensemble_risk_gate,heldout_object,lighting_shift,drawer_handle_alignment,0,84,0.690476,0.565037,0.129001,0.125883,0.050972,0.233777,0.066961
ensemble_risk_gate,heldout_object,lighting_shift,drawer_handle_alignment,1,84,0.607143,0.565805,0.129589,0.126294,0.053088,0.235006,0.067358
ensemble_risk_gate,heldout_object,lighting_shift,drawer_handle_alignment,2,84,0.654762,0.566573,0.130177,0.126706,0.052585,0.234926,0.067756
ensemble_risk_gate,heldout_object,lighting_shift,drawer_handle_alignment,3,84,0.714286,0.567341,0.130765,0.127117,0.051845,0.234727,0.068153
ensemble_risk_gate,heldout_object,lighting_shift,drawer_handle_alignment,4,84,0.654762,0.568109,0.131353,0.127529,0.053485,0.235718,0.068551
ensemble_risk_gate,heldout_object,lighting_shift,drawer_handle_alignment,5,84,0.666667,0.568877,0.131941,0.127940,0.053696,0.235995,0.068948
ensemble_risk_gate,heldout_object,lighting_shift,drawer_handle_alignment,6,84,0.666667,0.569645,0.132529,0.128352,0.054146,0.236391,0.069345
ensemble_risk_gate,heldout_object,lighting_shift,cable_tip_alignment,0,84,0.607143,0.568194,0.126440,0.139831,0.059225,0.231158,0.066915
ensemble_risk_gate,heldout_object,lighting_shift,cable_tip_alignment,1,84,0.559524,0.568930,0.127004,0.140226,0.052605,0.232014,0.067296
ensemble_risk_gate,heldout_object,lighting_shift,cable_tip_alignment,2,84,0.702381,0.569666,0.127568,0.140620,0.050179,0.230965,0.067677
ensemble_risk_gate,heldout_object,lighting_shift,cable_tip_alignment,3,84,0.511905,0.554394,0.128132,0.141015,0.054420,0.233250,0.068058
ensemble_risk_gate,heldout_object,lighting_shift,cable_tip_alignment,4,84,0.583333,0.555130,0.128696,0.141409,0.053422,0.232916,0.068439
ensemble_risk_gate,heldout_object,lighting_shift,cable_tip_alignment,5,84,0.595238,0.555866,0.129260,0.141804,0.053616,0.233177,0.068820
ensemble_risk_gate,heldout_object,lighting_shift,cable_tip_alignment,6,84,0.488095,0.556602,0.129824,0.142198,0.056190,0.234628,0.069201
ensemble_risk_gate,heldout_object,lighting_shift,mobile_pick_reapproach,0,84,0.583333,0.562697,0.125926,0.118137,0.058554,0.232370,0.065295
ensemble_risk_gate,heldout_object,lighting_shift,mobile_pick_reapproach,1,84,0.642857,0.563457,0.126508,0.118545,0.049804,0.232166,0.065689
ensemble_risk_gate,heldout_object,lighting_shift,mobile_pick_reapproach,2,84,0.678571,0.564217,0.127090,0.118952,0.049535,0.232201,0.066082
ensemble_risk_gate,heldout_object,lighting_shift,mobile_pick_reapproach,3,84,0.630952,0.564977,0.127672,0.119359,0.050932,0.233069,0.066475
ensemble_risk_gate,heldout_object,lighting_shift,mobile_pick_reapproach,4,84,0.714286,0.565737,0.128254,0.119766,0.049711,0.232628,0.066869
ensemble_risk_gate,heldout_object,lighting_shift,mobile_pick_reapproach,5,84,0.630952,0.566497,0.128836,0.120174,0.051822,0.233853,0.067262
ensemble_risk_gate,heldout_object,lighting_shift,mobile_pick_reapproach,6,84,0.678571,0.567257,0.129418,0.120581,0.051315,0.233769,0.067655
ensemble_risk_gate,heldout_object,camera_extrinsic_drift,eye_in_hand_peg_insert,0,84,0.690476,0.559367,0.139126,0.136774,0.056472,0.233981,0.069739
ensemble_risk_gate,heldout_object,camera_extrinsic_drift,eye_in_hand_peg_insert,1,84,0.571429,0.560191,0.127750,0.136735,0.058475,0.235595,0.069973
ensemble_risk_gate,heldout_object,camera_extrinsic_drift,eye_in_hand_peg_insert,2,84,0.583333,0.561015,0.128380,0.137176,0.058719,0.235900,0.070399
ensemble_risk_gate,heldout_object,camera_extrinsic_drift,eye_in_hand_peg_insert,3,84,0.547619,0.561839,0.129010,0.137617,0.059915,0.236681,0.070825
ensemble_risk_gate,heldout_object,camera_extrinsic_drift,eye_in_hand_peg_insert,4,84,0.619048,0.562663,0.129640,0.138058,0.058968,0.236391,0.071251
ensemble_risk_gate,heldout_object,camera_extrinsic_drift,eye_in_hand_peg_insert,5,84,0.666667,0.563487,0.130270,0.138499,0.050494,0.236339,0.071678
ensemble_risk_gate,heldout_object,camera_extrinsic_drift,eye_in_hand_peg_insert,6,84,0.678571,0.564311,0.130900,0.130937,0.050417,0.236644,0.072104
ensemble_risk_gate,heldout_object,camera_extrinsic_drift,visual_grasp_centering,0,84,0.690476,0.555895,0.136867,0.103966,0.053570,0.232675,0.068032
ensemble_risk_gate,heldout_object,camera_extrinsic_drift,visual_grasp_centering,1,84,0.583333,0.556719,0.137497,0.104408,0.056194,0.234171,0.068458
ensemble_risk_gate,heldout_object,camera_extrinsic_drift,visual_grasp_centering,2,84,0.654762,0.557543,0.138127,0.104849,0.055248,0.233880,0.068885
ensemble_risk_gate,heldout_object,camera_extrinsic_drift,visual_grasp_centering,3,84,0.690476,0.558367,0.138757,0.105290,0.055015,0.233947,0.069311
ensemble_risk_gate,heldout_object,camera_extrinsic_drift,visual_grasp_centering,4,84,0.607143,0.559191,0.127381,0.105251,0.056304,0.235204,0.069545
ensemble_risk_gate,heldout_object,camera_extrinsic_drift,visual_grasp_centering,5,84,0.702381,0.560015,0.128011,0.105692,0.054881,0.234676,0.069971
ensemble_risk_gate,heldout_object,camera_extrinsic_drift,visual_grasp_centering,6,84,0.714286,0.560839,0.128641,0.106133,0.055124,0.234981,0.070397
ensemble_risk_gate,heldout_object,camera_extrinsic_drift,drawer_handle_alignment,0,84,0.678571,0.566645,0.133802,0.125565,0.052369,0.230992,0.065677
ensemble_risk_gate,heldout_object,camera_extrinsic_drift,drawer_handle_alignment,1,84,0.726190,0.567477,0.134438,0.126011,0.051903,0.230944,0.066107
ensemble_risk_gate,heldout_object,camera_extrinsic_drift,drawer_handle_alignment,2,84,0.642857,0.552301,0.135074,0.126456,0.054056,0.232205,0.066537
ensemble_risk_gate,heldout_object,camera_extrinsic_drift,drawer_handle_alignment,3,84,0.583333,0.553133,0.135710,0.126902,0.055733,0.233228,0.066968
ensemble_risk_gate,heldout_object,camera_extrinsic_drift,drawer_handle_alignment,4,84,0.595238,0.553965,0.136346,0.127347,0.055981,0.233537,0.067398
ensemble_risk_gate,heldout_object,camera_extrinsic_drift,drawer_handle_alignment,5,84,0.702381,0.554797,0.136982,0.127792,0.054325,0.232894,0.067828
ensemble_risk_gate,heldout_object,camera_extrinsic_drift,drawer_handle_alignment,6,84,0.619048,0.555629,0.137618,0.128238,0.056478,0.234155,0.068258
ensemble_risk_gate,heldout_object,camera_extrinsic_drift,cable_tip_alignment,0,84,0.630952,0.558355,0.134661,0.141930,0.054520,0.238299,0.067966
ensemble_risk_gate,heldout_object,camera_extrinsic_drift,cable_tip_alignment,1,84,0.642857,0.559155,0.135273,0.142359,0.054750,0.238592,0.068380
ensemble_risk_gate,heldout_object,camera_extrinsic_drift,cable_tip_alignment,2,84,0.547619,0.559955,0.135885,0.142787,0.057123,0.239957,0.068794
ensemble_risk_gate,heldout_object,camera_extrinsic_drift,cable_tip_alignment,3,84,0.630952,0.560755,0.136497,0.143216,0.055924,0.231531,0.069207
ensemble_risk_gate,heldout_object,camera_extrinsic_drift,cable_tip_alignment,4,84,0.619048,0.561555,0.137109,0.143644,0.056630,0.232063,0.069621
ensemble_risk_gate,heldout_object,camera_extrinsic_drift,cable_tip_alignment,5,84,0.630952,0.562355,0.137721,0.144073,0.056860,0.232355,0.070035
ensemble_risk_gate,heldout_object,camera_extrinsic_drift,cable_tip_alignment,6,84,0.547619,0.563155,0.138333,0.144501,0.058995,0.233601,0.070449
ensemble_risk_gate,heldout_object,camera_extrinsic_drift,mobile_pick_reapproach,0,84,0.619048,0.557394,0.137549,0.122641,0.056213,0.233657,0.068669
ensemble_risk_gate,heldout_object,camera_extrinsic_drift,mobile_pick_reapproach,1,84,0.630952,0.558218,0.138179,0.123082,0.056457,0.233961,0.069095
ensemble_risk_gate,heldout_object,camera_extrinsic_drift,mobile_pick_reapproach,2,84,0.702381,0.559042,0.138809,0.123523,0.055510,0.233671,0.069521
ensemble_risk_gate,heldout_object,camera_extrinsic_drift,mobile_pick_reapproach,3,84,0.654762,0.559866,0.127433,0.123484,0.056084,0.234571,0.069755
ensemble_risk_gate,heldout_object,camera_extrinsic_drift,mobile_pick_reapproach,4,84,0.666667,0.560690,0.128063,0.123925,0.056328,0.234876,0.070181
ensemble_risk_gate,heldout_object,camera_extrinsic_drift,mobile_pick_reapproach,5,84,0.726190,0.561514,0.128693,0.124366,0.055619,0.234705,0.070607
ensemble_risk_gate,heldout_object,camera_extrinsic_drift,mobile_pick_reapproach,6,84,0.523810,0.562338,0.129323,0.124808,0.060149,0.237153,0.071033
ensemble_risk_gate,heldout_object,depth_scale_error,eye_in_hand_peg_insert,0,84,0.607143,0.555461,0.133223,0.134532,0.052248,0.235872,0.067107
ensemble_risk_gate,heldout_object,depth_scale_error,eye_in_hand_peg_insert,1,84,0.642857,0.556245,0.133823,0.134952,0.051993,0.235919,0.067512
ensemble_risk_gate,heldout_object,depth_scale_error,eye_in_hand_peg_insert,2,84,0.630952,0.557029,0.134423,0.135372,0.052689,0.236442,0.067918
ensemble_risk_gate,heldout_object,depth_scale_error,eye_in_hand_peg_insert,3,84,0.666667,0.557813,0.135023,0.135792,0.052434,0.236489,0.068324
ensemble_risk_gate,heldout_object,depth_scale_error,eye_in_hand_peg_insert,4,84,0.750000,0.558597,0.135623,0.136212,0.051226,0.236059,0.068729
ensemble_risk_gate,heldout_object,depth_scale_error,eye_in_hand_peg_insert,5,84,0.678571,0.559381,0.136223,0.136632,0.053113,0.237178,0.069135
ensemble_risk_gate,heldout_object,depth_scale_error,eye_in_hand_peg_insert,6,84,0.750000,0.560165,0.136823,0.137052,0.052144,0.236867,0.069540
ensemble_risk_gate,heldout_object,depth_scale_error,visual_grasp_centering,0,84,0.702381,0.550229,0.129644,0.108796,0.054755,0.232734,0.072503
ensemble_risk_gate,heldout_object,depth_scale_error,visual_grasp_centering,1,84,0.690476,0.551013,0.130244,0.101212,0.055132,0.233257,0.072908
ensemble_risk_gate,heldout_object,depth_scale_error,visual_grasp_centering,2,84,0.797619,0.551797,0.130844,0.101632,0.053448,0.232590,0.073314
ensemble_risk_gate,heldout_object,depth_scale_error,visual_grasp_centering,3,84,0.702381,0.552581,0.131444,0.102052,0.055812,0.233946,0.073720
ensemble_risk_gate,heldout_object,depth_scale_error,visual_grasp_centering,4,84,0.726190,0.553365,0.132044,0.102472,0.055794,0.234112,0.066121
ensemble_risk_gate,heldout_object,depth_scale_error,visual_grasp_centering,5,84,0.654762,0.554149,0.132644,0.102892,0.049678,0.235230,0.066527
ensemble_risk_gate,heldout_object,depth_scale_error,visual_grasp_centering,6,84,0.666667,0.554933,0.133244,0.103312,0.049898,0.235515,0.066932
ensemble_risk_gate,heldout_object,depth_scale_error,drawer_handle_alignment,0,84,0.654762,0.558419,0.136665,0.129518,0.053660,0.238132,0.069029
ensemble_risk_gate,heldout_object,depth_scale_error,drawer_handle_alignment,1,84,0.726190,0.559211,0.137271,0.129942,0.052695,0.237826,0.069438
ensemble_risk_gate,heldout_object,depth_scale_error,drawer_handle_alignment,2,84,0.571429,0.560003,0.137877,0.130366,0.056253,0.239781,0.069848
ensemble_risk_gate,heldout_object,depth_scale_error,drawer_handle_alignment,3,84,0.595238,0.560795,0.138483,0.130790,0.056241,0.239951,0.070258
ensemble_risk_gate,heldout_object,depth_scale_error,drawer_handle_alignment,4,84,0.523810,0.561587,0.139089,0.131215,0.058133,0.233070,0.070668
ensemble_risk_gate,heldout_object,depth_scale_error,drawer_handle_alignment,5,84,0.702381,0.562379,0.139695,0.131639,0.055025,0.231692,0.071077
ensemble_risk_gate,heldout_object,depth_scale_error,drawer_handle_alignment,6,84,0.690476,0.563171,0.140301,0.132063,0.055726,0.232219,0.071487
ensemble_risk_gate,heldout_object,depth_scale_error,cable_tip_alignment,0,84,0.630952,0.551281,0.138388,0.146493,0.055996,0.237773,0.071908
ensemble_risk_gate,heldout_object,depth_scale_error,cable_tip_alignment,1,84,0.583333,0.552041,0.138970,0.146901,0.057393,0.238642,0.072301
ensemble_risk_gate,heldout_object,depth_scale_error,cable_tip_alignment,2,84,0.607143,0.552801,0.139552,0.147308,0.057362,0.238796,0.072694
ensemble_risk_gate,heldout_object,depth_scale_error,cable_tip_alignment,3,84,0.666667,0.553561,0.140134,0.139711,0.056296,0.238592,0.073088
ensemble_risk_gate,heldout_object,depth_scale_error,cable_tip_alignment,4,84,0.642857,0.554321,0.140716,0.140118,0.057218,0.239222,0.073481
ensemble_risk_gate,heldout_object,depth_scale_error,cable_tip_alignment,5,84,0.559524,0.555081,0.141298,0.140526,0.059329,0.240448,0.073874
ensemble_risk_gate,heldout_object,depth_scale_error,cable_tip_alignment,6,84,0.607143,0.555841,0.129874,0.140453,0.057962,0.232360,0.066071
ensemble_risk_gate,heldout_object,depth_scale_error,mobile_pick_reapproach,0,84,0.630952,0.553488,0.131646,0.120398,0.058088,0.234595,0.066036
ensemble_risk_gate,heldout_object,depth_scale_error,mobile_pick_reapproach,1,84,0.583333,0.554272,0.132246,0.120818,0.051495,0.235476,0.066442
ensemble_risk_gate,heldout_object,depth_scale_error,mobile_pick_reapproach,2,84,0.642857,0.555056,0.132846,0.121238,0.050764,0.235284,0.066847
ensemble_risk_gate,heldout_object,depth_scale_error,mobile_pick_reapproach,3,84,0.678571,0.555840,0.133446,0.121658,0.050508,0.235331,0.067253
ensemble_risk_gate,heldout_object,depth_scale_error,mobile_pick_reapproach,4,84,0.630952,0.556624,0.134046,0.122078,0.051919,0.236211,0.067659
ensemble_risk_gate,heldout_object,depth_scale_error,mobile_pick_reapproach,5,84,0.571429,0.557408,0.134646,0.122498,0.053569,0.237211,0.068064
ensemble_risk_gate,heldout_object,depth_scale_error,mobile_pick_reapproach,6,84,0.654762,0.558192,0.135246,0.122918,0.052361,0.236781,0.068470
ensemble_risk_gate,heldout_object,occlusion_shift,eye_in_hand_peg_insert,0,84,0.595238,0.548243,0.143602,0.141488,0.057787,0.240231,0.073175
ensemble_risk_gate,heldout_object,occlusion_shift,eye_in_hand_peg_insert,1,84,0.559524,0.549011,0.144190,0.141899,0.058951,0.240984,0.073573
ensemble_risk_gate,heldout_object,occlusion_shift,eye_in_hand_peg_insert,2,84,0.642857,0.549779,0.144778,0.134307,0.057414,0.232543,0.073970
ensemble_risk_gate,heldout_object,occlusion_shift,eye_in_hand_peg_insert,3,84,0.726190,0.550547,0.133360,0.134238,0.055337,0.232105,0.074175
ensemble_risk_gate,heldout_object,occlusion_shift,eye_in_hand_peg_insert,4,84,0.642857,0.551315,0.133948,0.134649,0.057453,0.233335,0.074573
ensemble_risk_gate,heldout_object,occlusion_shift,eye_in_hand_peg_insert,5,84,0.654762,0.552083,0.134536,0.135061,0.057665,0.233612,0.066966
ensemble_risk_gate,heldout_object,occlusion_shift,eye_in_hand_peg_insert,6,84,0.726190,0.552851,0.135124,0.135472,0.056686,0.233293,0.067364
ensemble_risk_gate,heldout_object,occlusion_shift,visual_grasp_centering,0,84,0.726190,0.558314,0.139495,0.107374,0.050852,0.236384,0.070207
ensemble_risk_gate,heldout_object,occlusion_shift,visual_grasp_centering,1,84,0.666667,0.559082,0.140083,0.107786,0.052492,0.237375,0.070604
ensemble_risk_gate,heldout_object,occlusion_shift,visual_grasp_centering,2,84,0.678571,0.559850,0.140671,0.108197,0.052703,0.237652,0.071002
ensemble_risk_gate,heldout_object,occlusion_shift,visual_grasp_centering,3,84,0.678571,0.560618,0.141259,0.108609,0.053153,0.238048,0.071399
ensemble_risk_gate,heldout_object,occlusion_shift,visual_grasp_centering,4,84,0.726190,0.561386,0.141847,0.109020,0.052650,0.237968,0.071796
ensemble_risk_gate,heldout_object,occlusion_shift,visual_grasp_centering,5,84,0.595238,0.562154,0.142435,0.109432,0.055719,0.239674,0.072194
ensemble_risk_gate,heldout_object,occlusion_shift,visual_grasp_centering,6,84,0.607143,0.562922,0.143023,0.109844,0.055930,0.239950,0.072591
ensemble_risk_gate,heldout_object,occlusion_shift,drawer_handle_alignment,0,84,0.642857,0.549473,0.133742,0.127074,0.057028,0.233623,0.074020
ensemble_risk_gate,heldout_object,occlusion_shift,drawer_handle_alignment,1,84,0.559524,0.550249,0.134336,0.127489,0.059149,0.234856,0.074422
ensemble_risk_gate,heldout_object,occlusion_shift,drawer_handle_alignment,2,84,0.595238,0.551025,0.134930,0.127905,0.058889,0.234899,0.074823
ensemble_risk_gate,heldout_object,occlusion_shift,drawer_handle_alignment,3,84,0.607143,0.551801,0.135524,0.128321,0.059105,0.235180,0.067221
ensemble_risk_gate,heldout_object,occlusion_shift,drawer_handle_alignment,4,84,0.559524,0.552577,0.136118,0.128737,0.052507,0.236056,0.067622
ensemble_risk_gate,heldout_object,occlusion_shift,drawer_handle_alignment,5,84,0.535714,0.553353,0.136712,0.129152,0.053438,0.236694,0.068024
ensemble_risk_gate,heldout_object,occlusion_shift,drawer_handle_alignment,6,84,0.559524,0.554129,0.137306,0.129568,0.053416,0.236856,0.068425
ensemble_risk_gate,heldout_object,occlusion_shift,cable_tip_alignment,0,84,0.630952,0.549198,0.140613,0.147687,0.055059,0.236577,0.072410
ensemble_risk_gate,heldout_object,occlusion_shift,cable_tip_alignment,1,84,0.535714,0.549942,0.141183,0.148086,0.057400,0.237914,0.072795
ensemble_risk_gate,heldout_object,occlusion_shift,cable_tip_alignment,2,84,0.559524,0.550686,0.141753,0.148485,0.057360,0.238060,0.073180
ensemble_risk_gate,heldout_object,occlusion_shift,cable_tip_alignment,3,84,0.642857,0.551430,0.142323,0.148884,0.056129,0.237610,0.073565
ensemble_risk_gate,heldout_object,occlusion_shift,cable_tip_alignment,4,84,0.607143,0.552174,0.142893,0.141278,0.056959,0.238352,0.073950
ensemble_risk_gate,heldout_object,occlusion_shift,cable_tip_alignment,5,84,0.666667,0.552918,0.143463,0.141677,0.056204,0.238140,0.074335
ensemble_risk_gate,heldout_object,occlusion_shift,cable_tip_alignment,6,84,0.630952,0.553662,0.144033,0.142076,0.057354,0.238881,0.074720
ensemble_risk_gate,heldout_object,occlusion_shift,mobile_pick_reapproach,0,84,0.642857,0.562278,0.142025,0.127354,0.055147,0.238716,0.072105
ensemble_risk_gate,heldout_object,occlusion_shift,mobile_pick_reapproach,1,84,0.702381,0.563046,0.142613,0.127766,0.054406,0.238517,0.072502
ensemble_risk_gate,heldout_object,occlusion_shift,mobile_pick_reapproach,2,84,0.630952,0.547806,0.143201,0.128177,0.056284,0.239627,0.072899
ensemble_risk_gate,heldout_object,occlusion_shift,mobile_pick_reapproach,3,84,0.690476,0.548574,0.143789,0.128589,0.055543,0.239428,0.073297
ensemble_risk_gate,heldout_object,occlusion_shift,mobile_pick_reapproach,4,84,0.642857,0.549342,0.144377,0.120996,0.056625,0.240300,0.073694
ensemble_risk_gate,heldout_object,occlusion_shift,mobile_pick_reapproach,5,84,0.642857,0.550110,0.144965,0.121408,0.057075,0.232692,0.074092
ensemble_risk_gate,heldout_object,occlusion_shift,mobile_pick_reapproach,6,84,0.619048,0.550878,0.133547,0.121339,0.057141,0.233327,0.074297
ensemble_risk_gate,heldout_object,jacobian_mismatch,eye_in_hand_peg_insert,0,84,0.571429,0.553572,0.142201,0.139619,0.055162,0.238979,0.070596
ensemble_risk_gate,heldout_object,jacobian_mismatch,eye_in_hand_peg_insert,1,84,0.690476,0.554356,0.142801,0.140039,0.053240,0.238193,0.071001
ensemble_risk_gate,heldout_object,jacobian_mismatch,eye_in_hand_peg_insert,2,84,0.702381,0.555140,0.143401,0.140459,0.053461,0.238478,0.071407
ensemble_risk_gate,heldout_object,jacobian_mismatch,eye_in_hand_peg_insert,3,84,0.642857,0.555924,0.144001,0.140879,0.055110,0.239477,0.071812
ensemble_risk_gate,heldout_object,jacobian_mismatch,eye_in_hand_peg_insert,4,84,0.642857,0.556708,0.144601,0.141299,0.055569,0.239881,0.072218
ensemble_risk_gate,heldout_object,jacobian_mismatch,eye_in_hand_peg_insert,5,84,0.666667,0.557492,0.145201,0.141719,0.055551,0.240047,0.072624
ensemble_risk_gate,heldout_object,jacobian_mismatch,eye_in_hand_peg_insert,6,84,0.571429,0.558276,0.145801,0.142139,0.057915,0.241403,0.073029
ensemble_risk_gate,heldout_object,jacobian_mismatch,visual_grasp_centering,0,84,0.702381,0.548340,0.138622,0.105879,0.056635,0.235484,0.067988
ensemble_risk_gate,heldout_object,jacobian_mismatch,visual_grasp_centering,1,84,0.630952,0.549124,0.139222,0.106299,0.050518,0.236602,0.068393
ensemble_risk_gate,heldout_object,jacobian_mismatch,visual_grasp_centering,2,84,0.654762,0.549908,0.139822,0.106719,0.050501,0.236768,0.068799
ensemble_risk_gate,heldout_object,jacobian_mismatch,visual_grasp_centering,3,84,0.666667,0.550692,0.140422,0.107139,0.050722,0.237053,0.069204
ensemble_risk_gate,heldout_object,jacobian_mismatch,visual_grasp_centering,4,84,0.607143,0.551476,0.141022,0.107559,0.052371,0.238052,0.069610
ensemble_risk_gate,heldout_object,jacobian_mismatch,visual_grasp_centering,5,84,0.761905,0.552260,0.141622,0.107979,0.049735,0.236909,0.070016
ensemble_risk_gate,heldout_object,jacobian_mismatch,visual_grasp_centering,6,84,0.714286,0.553044,0.142222,0.108399,0.051146,0.237789,0.070421
ensemble_risk_gate,heldout_object,jacobian_mismatch,drawer_handle_alignment,0,84,0.750000,0.556530,0.145642,0.134605,0.053955,0.239930,0.072518
ensemble_risk_gate,heldout_object,jacobian_mismatch,drawer_handle_alignment,1,84,0.642857,0.557322,0.146248,0.135029,0.056561,0.233405,0.072927
ensemble_risk_gate,heldout_object,jacobian_mismatch,drawer_handle_alignment,2,84,0.630952,0.558114,0.146854,0.135454,0.057263,0.233932,0.073337
ensemble_risk_gate,heldout_object,jacobian_mismatch,drawer_handle_alignment,3,84,0.607143,0.558906,0.147460,0.135878,0.058202,0.234578,0.073747
ensemble_risk_gate,heldout_object,jacobian_mismatch,drawer_handle_alignment,4,84,0.583333,0.559698,0.148066,0.136302,0.059142,0.235224,0.074156
ensemble_risk_gate,heldout_object,jacobian_mismatch,drawer_handle_alignment,5,84,0.642857,0.560490,0.136666,0.136246,0.057555,0.235037,0.074374
ensemble_risk_gate,heldout_object,jacobian_mismatch,drawer_handle_alignment,6,84,0.607143,0.545274,0.137272,0.128666,0.058413,0.235802,0.074784
ensemble_risk_gate,heldout_object,jacobian_mismatch,cable_tip_alignment,0,84,0.583333,0.549391,0.147366,0.143577,0.058828,0.241000,0.075396
ensemble_risk_gate,heldout_object,jacobian_mismatch,cable_tip_alignment,1,84,0.595238,0.550151,0.147948,0.143984,0.059035,0.241273,0.075790
ensemble_risk_gate,heldout_object,jacobian_mismatch,cable_tip_alignment,2,84,0.595238,0.550911,0.136524,0.143911,0.058620,0.241665,0.075991
ensemble_risk_gate,heldout_object,jacobian_mismatch,cable_tip_alignment,3,84,0.488095,0.551671,0.137106,0.144318,0.061208,0.235124,0.068380
ensemble_risk_gate,heldout_object,jacobian_mismatch,cable_tip_alignment,4,84,0.547619,0.552431,0.137688,0.144726,0.060463,0.234921,0.068774
ensemble_risk_gate,heldout_object,jacobian_mismatch,cable_tip_alignment,5,84,0.440476,0.553191,0.138270,0.145133,0.063051,0.236384,0.069167
ensemble_risk_gate,heldout_object,jacobian_mismatch,cable_tip_alignment,6,84,0.476190,0.553951,0.138852,0.145540,0.062781,0.236419,0.069560
