method,stress_level,seed,mean_success_rate,ci95_success_rate,mean_utility,ci95_utility,mean_override_precision,ci95_override_precision,mean_unsafe_action_rate,ci95_unsafe_action_rate,mean_tracking_error,ci95_tracking_error,mean_damage_rate,ci95_damage_rate,mean_latency_cost,ci95_latency_cost,mean_calibration_error,ci95_calibration_error,mean_abstention_rate,ci95_abstention_rate,mean_predicted_risk,ci95_predicted_risk,mean_realized_risk,ci95_realized_risk,n
risk_sensitive_foundation_ensemble,0.740000,3,0.637642,0.009228,0.601696,0.012554,0.596973,0.002276,0.145028,0.002295,0.132616,0.004155,0.042171,0.001211,0.259374,0.000823,0.065183,0.000867,0.083588,0.000916,0.155531,0.002730,0.134981,0.002319,50
risk_sensitive_foundation_ensemble,0.740000,4,0.636906,0.010217,0.601351,0.013320,0.596924,0.002240,0.144624,0.002323,0.132059,0.003896,0.041953,0.001105,0.259608,0.000829,0.065582,0.000835,0.083892,0.000954,0.155430,0.002581,0.134610,0.002156,50
risk_sensitive_foundation_ensemble,0.740000,5,0.636924,0.009187,0.601430,0.012313,0.597052,0.002330,0.144487,0.002309,0.132439,0.004022,0.042183,0.001173,0.259372,0.000763,0.065281,0.000945,0.083528,0.000905,0.155008,0.002563,0.134707,0.002202,50
risk_sensitive_foundation_ensemble,0.740000,6,0.638773,0.008764,0.603055,0.012055,0.596803,0.002414,0.144747,0.002356,0.132315,0.004030,0.042060,0.001178,0.259200,0.000636,0.065644,0.000865,0.083394,0.000871,0.155548,0.002675,0.134798,0.002294,50
risk_sensitive_foundation_ensemble,0.740000,7,0.637186,0.009475,0.601250,0.012814,0.596639,0.002521,0.144884,0.002482,0.132267,0.003976,0.042166,0.001210,0.259604,0.000799,0.065347,0.000822,0.083565,0.001026,0.155696,0.002629,0.134862,0.002285,50
risk_sensitive_foundation_ensemble,0.740000,8,0.638203,0.009186,0.603126,0.012146,0.597591,0.002367,0.144316,0.002363,0.131929,0.003842,0.042190,0.000991,0.259535,0.000797,0.065216,0.000826,0.083762,0.000858,0.155129,0.002469,0.134505,0.002073,50
risk_sensitive_foundation_ensemble,0.740000,9,0.641063,0.009871,0.605112,0.012891,0.596624,0.002323,0.144341,0.002104,0.132693,0.003870,0.042592,0.001092,0.259254,0.000831,0.065887,0.000867,0.083746,0.000918,0.155582,0.002496,0.135039,0.002127,50
robust_mpc_handoff,0.000000,0,0.683369,0.007192,0.707592,0.009015,0.628466,0.001614,0.096295,0.001354,0.097803,0.003943,0.037465,0.000696,0.273573,0.000661,0.052502,0.000719,0.066916,0.000633,0.105870,0.001749,0.098919,0.001483,50
robust_mpc_handoff,0.000000,1,0.684669,0.007210,0.708683,0.008920,0.628123,0.001516,0.097100,0.001308,0.097676,0.003888,0.036592,0.000685,0.273891,0.000713,0.052251,0.000679,0.066634,0.000625,0.105848,0.001779,0.098725,0.001422,50
robust_mpc_handoff,0.000000,2,0.685685,0.007127,0.709330,0.008824,0.627865,0.001785,0.097079,0.001291,0.097731,0.003680,0.037156,0.000640,0.273795,0.000757,0.052203,0.000766,0.066959,0.000679,0.106035,0.001549,0.099046,0.001306,50
robust_mpc_handoff,0.000000,3,0.684586,0.006781,0.709529,0.008656,0.628405,0.001666,0.095974,0.001308,0.097424,0.003900,0.036749,0.000690,0.273531,0.000781,0.052492,0.000700,0.066699,0.000741,0.105305,0.001807,0.098264,0.001490,50
robust_mpc_handoff,0.000000,4,0.686406,0.007178,0.711425,0.008909,0.628477,0.001671,0.095625,0.001425,0.098034,0.003844,0.036834,0.000719,0.273543,0.000734,0.052332,0.000778,0.067157,0.000631,0.104932,0.001725,0.098251,0.001471,50
robust_mpc_handoff,0.000000,5,0.683742,0.006647,0.707703,0.008333,0.629099,0.001676,0.097072,0.001265,0.097159,0.003863,0.037708,0.000584,0.273498,0.000722,0.052325,0.000810,0.067154,0.000641,0.106257,0.001582,0.099258,0.001319,50
robust_mpc_handoff,0.000000,6,0.686021,0.006803,0.710595,0.008598,0.628398,0.001714,0.096220,0.001273,0.097480,0.003891,0.037237,0.000684,0.273157,0.000683,0.052312,0.000602,0.067236,0.000662,0.105561,0.001607,0.098644,0.001421,50
robust_mpc_handoff,0.000000,7,0.683879,0.007247,0.707918,0.008958,0.628474,0.001661,0.097143,0.001278,0.097978,0.003730,0.036553,0.000603,0.273706,0.000611,0.052330,0.000736,0.066916,0.000648,0.105575,0.001715,0.098804,0.001408,50
robust_mpc_handoff,0.000000,8,0.682991,0.007150,0.707399,0.009005,0.628952,0.001631,0.096520,0.001333,0.097713,0.003988,0.037142,0.000688,0.273573,0.000763,0.052432,0.000686,0.067303,0.000713,0.105694,0.001628,0.098807,0.001444,50
robust_mpc_handoff,0.000000,9,0.683302,0.007551,0.707728,0.009235,0.627915,0.001607,0.096343,0.001439,0.097321,0.003867,0.036975,0.000670,0.273861,0.000635,0.052057,0.000804,0.067146,0.000617,0.105360,0.001728,0.098471,0.001455,50
robust_mpc_handoff,0.180000,0,0.658074,0.007440,0.663494,0.009507,0.616117,0.001752,0.108196,0.001547,0.106656,0.003965,0.039511,0.000775,0.277866,0.000670,0.057180,0.000734,0.071483,0.000702,0.118892,0.001913,0.108607,0.001619,50
robust_mpc_handoff,0.180000,1,0.659373,0.007416,0.664585,0.009368,0.615774,0.001652,0.109001,0.001498,0.106529,0.003912,0.038637,0.000769,0.278183,0.000728,0.056928,0.000691,0.071201,0.000690,0.118870,0.001943,0.108413,0.001561,50
robust_mpc_handoff,0.180000,2,0.660390,0.007364,0.665232,0.009303,0.615517,0.001948,0.108980,0.001458,0.106585,0.003702,0.039202,0.000723,0.278087,0.000768,0.056880,0.000780,0.071526,0.000749,0.119058,0.001706,0.108734,0.001440,50
robust_mpc_handoff,0.180000,3,0.659291,0.007001,0.665431,0.009134,0.616056,0.001819,0.107875,0.001497,0.106278,0.003922,0.038795,0.000762,0.277823,0.000796,0.057170,0.000715,0.071266,0.000802,0.118328,0.001961,0.107952,0.001621,50
robust_mpc_handoff,0.180000,4,0.661111,0.007446,0.667327,0.009443,0.616128,0.001806,0.107526,0.001618,0.106888,0.003867,0.038879,0.000811,0.277835,0.000746,0.057009,0.000791,0.071724,0.000691,0.117955,0.001879,0.107939,0.001611,50
robust_mpc_handoff,0.180000,5,0.658447,0.006939,0.663605,0.008906,0.616751,0.001849,0.108973,0.001474,0.106012,0.003885,0.039753,0.000651,0.277791,0.000741,0.057002,0.000824,0.071721,0.000700,0.119280,0.001740,0.108947,0.001455,50
robust_mpc_handoff,0.180000,6,0.660726,0.007050,0.666497,0.009100,0.616049,0.001879,0.108121,0.001456,0.106333,0.003914,0.039282,0.000774,0.277449,0.000695,0.056989,0.000609,0.071803,0.000724,0.118583,0.001759,0.108333,0.001555,50
robust_mpc_handoff,0.180000,7,0.658584,0.007471,0.663820,0.009427,0.616125,0.001799,0.109044,0.001479,0.106831,0.003755,0.038599,0.000676,0.277999,0.000614,0.057008,0.000758,0.071484,0.000708,0.118597,0.001881,0.108492,0.001547,50
robust_mpc_handoff,0.180000,8,0.657696,0.007390,0.663301,0.009492,0.616604,0.001777,0.108421,0.001517,0.106567,0.004009,0.039187,0.000774,0.277866,0.000783,0.057110,0.000697,0.071870,0.000776,0.118716,0.001772,0.108495,0.001575,50
robust_mpc_handoff,0.180000,9,0.658007,0.007806,0.663630,0.009762,0.615566,0.001771,0.108244,0.001618,0.106174,0.003894,0.039020,0.000759,0.278154,0.000642,0.056734,0.000822,0.071713,0.000673,0.118382,0.001897,0.108159,0.001603,50
robust_mpc_handoff,0.320000,0,0.637675,0.007705,0.628462,0.010003,0.606513,0.001879,0.117452,0.001714,0.113543,0.003984,0.041114,0.000849,0.281214,0.000680,0.060818,0.000748,0.075035,0.000763,0.129029,0.002056,0.116150,0.001739,50
robust_mpc_handoff,0.320000,1,0.638974,0.007648,0.629553,0.009830,0.606170,0.001778,0.118257,0.001664,0.113415,0.003932,0.040241,0.000847,0.281532,0.000742,0.060566,0.000703,0.074754,0.000749,0.129007,0.002084,0.115956,0.001685,50
robust_mpc_handoff,0.320000,2,0.639991,0.007621,0.630200,0.009789,0.605912,0.002089,0.118236,0.001610,0.113471,0.003720,0.040806,0.000801,0.281436,0.000777,0.060518,0.000792,0.075078,0.000809,0.129194,0.001844,0.116277,0.001562,50
robust_mpc_handoff,0.320000,3,0.638892,0.007250,0.630399,0.009623,0.606452,0.001955,0.117131,0.001663,0.113164,0.003941,0.040399,0.000833,0.281172,0.000809,0.060808,0.000729,0.074819,0.000856,0.128464,0.002095,0.115495,0.001738,50
robust_mpc_handoff,0.320000,4,0.640712,0.007729,0.632295,0.009971,0.606524,0.001929,0.116782,0.001785,0.113774,0.003885,0.040483,0.000892,0.281184,0.000758,0.060647,0.000802,0.075276,0.000746,0.128091,0.002014,0.115482,0.001735,50
robust_mpc_handoff,0.320000,5,0.638048,0.007247,0.628573,0.009469,0.607146,0.001997,0.118229,0.001652,0.112899,0.003904,0.041357,0.000719,0.281139,0.000757,0.060640,0.000836,0.075273,0.000755,0.129416,0.001880,0.116490,0.001579,50
robust_mpc_handoff,0.320000,6,0.640327,0.007318,0.631465,0.009606,0.606444,0.002022,0.117377,0.001618,0.113220,0.003933,0.040886,0.000856,0.280798,0.000706,0.060627,0.000616,0.075355,0.000779,0.128720,0.001895,0.115876,0.001675,50
robust_mpc_handoff,0.320000,7,0.638185,0.007716,0.628788,0.009904,0.606521,0.001924,0.118300,0.001652,0.113718,0.003775,0.040202,0.000749,0.281347,0.000619,0.060646,0.000776,0.075036,0.000762,0.128734,0.002024,0.116035,0.001672,50
robust_mpc_handoff,0.320000,8,0.637297,0.007651,0.628269,0.009984,0.606999,0.001908,0.117677,0.001680,0.113453,0.004026,0.040791,0.000853,0.281214,0.000801,0.060748,0.000708,0.075422,0.000833,0.128853,0.001903,0.116038,0.001693,50
robust_mpc_handoff,0.320000,9,0.637608,0.008076,0.628598,0.010283,0.605962,0.001915,0.117500,0.001776,0.113060,0.003916,0.040624,0.000839,0.281502,0.000650,0.060372,0.000837,0.075265,0.000726,0.128519,0.002042,0.115702,0.001732,50
robust_mpc_handoff,0.460000,0,0.616642,0.008044,0.592788,0.010601,0.596909,0.002018,0.126709,0.001893,0.120429,0.004003,0.042730,0.000932,0.284572,0.000690,0.064456,0.000762,0.078587,0.000828,0.139172,0.002208,0.123700,0.001871,50
robust_mpc_handoff,0.460000,1,0.617942,0.007954,0.593879,0.010398,0.596565,0.001917,0.127513,0.001842,0.120302,0.003953,0.041856,0.000933,0.284889,0.000757,0.064204,0.000715,0.078306,0.000812,0.139150,0.002236,0.123506,0.001820,50
robust_mpc_handoff,0.460000,2,0.618958,0.007952,0.594526,0.010379,0.596308,0.002240,0.127492,0.001776,0.120357,0.003739,0.042421,0.000887,0.284793,0.000789,0.064156,0.000805,0.078631,0.000874,0.139337,0.001995,0.123827,0.001696,50
robust_mpc_handoff,0.460000,3,0.617859,0.007577,0.594725,0.010219,0.596847,0.002102,0.126387,0.001840,0.120050,0.003960,0.042014,0.000913,0.284529,0.000823,0.064446,0.000744,0.078371,0.000916,0.138607,0.002241,0.123045,0.001868,50
robust_mpc_handoff,0.460000,4,0.619679,0.008086,0.596621,0.010600,0.596919,0.002065,0.126038,0.001962,0.120660,0.003904,0.042098,0.000981,0.284542,0.000771,0.064285,0.000814,0.078828,0.000806,0.138234,0.002161,0.123032,0.001870,50
robust_mpc_handoff,0.460000,5,0.617015,0.007634,0.592899,0.010136,0.597542,0.002155,0.127485,0.001839,0.119785,0.003923,0.042972,0.000799,0.284497,0.000775,0.064278,0.000849,0.078826,0.000815,0.139559,0.002031,0.124039,0.001714,50
robust_mpc_handoff,0.460000,6,0.619294,0.007663,0.595792,0.010217,0.596840,0.002174,0.126633,0.001793,0.120106,0.003953,0.042501,0.000945,0.284155,0.000718,0.064265,0.000624,0.078907,0.000840,0.138863,0.002043,0.123425,0.001808,50
robust_mpc_handoff,0.460000,7,0.617152,0.008035,0.593114,0.010486,0.596916,0.002063,0.127556,0.001835,0.120604,0.003796,0.041818,0.000831,0.284705,0.000626,0.064284,0.000795,0.078588,0.000822,0.138877,0.002178,0.123585,0.001807,50
robust_mpc_handoff,0.460000,8,0.616264,0.007988,0.592596,0.010581,0.597395,0.002052,0.126933,0.001854,0.120340,0.004044,0.042406,0.000940,0.284572,0.000820,0.064386,0.000720,0.078974,0.000894,0.138996,0.002046,0.123588,0.001823,50
robust_mpc_handoff,0.460000,9,0.616575,0.008419,0.592924,0.010904,0.596357,0.002069,0.126756,0.001946,0.119947,0.003939,0.042239,0.000927,0.284860,0.000659,0.064010,0.000853,0.078817,0.000784,0.138662,0.002198,0.123252,0.001871,50
robust_mpc_handoff,0.600000,0,0.594975,0.008464,0.556473,0.011303,0.587304,0.002168,0.135965,0.002079,0.127315,0.004023,0.044356,0.001022,0.287938,0.000703,0.068094,0.000778,0.082139,0.000896,0.149321,0.002370,0.131256,0.002013,50
robust_mpc_handoff,0.600000,1,0.596275,0.008342,0.557564,0.011073,0.586961,0.002068,0.136769,0.002027,0.127188,0.003974,0.043483,0.001025,0.288256,0.000773,0.067842,0.000729,0.081858,0.000879,0.149299,0.002396,0.131062,0.001964,50
robust_mpc_handoff,0.600000,2,0.597291,0.008364,0.558210,0.011076,0.586703,0.002399,0.136748,0.001953,0.127244,0.003758,0.044047,0.000980,0.288160,0.000801,0.067794,0.000819,0.082183,0.000942,0.149487,0.002156,0.131383,0.001840,50
robust_mpc_handoff,0.600000,3,0.596192,0.007989,0.558409,0.010922,0.587243,0.002258,0.135643,0.002025,0.126936,0.003979,0.043640,0.001001,0.287896,0.000840,0.068084,0.000760,0.081923,0.000979,0.148757,0.002396,0.130601,0.002007,50
robust_mpc_handoff,0.600000,4,0.598012,0.008523,0.560305,0.011331,0.587315,0.002212,0.135294,0.002148,0.127546,0.003924,0.043725,0.001076,0.287908,0.000786,0.067924,0.000827,0.082380,0.000871,0.148384,0.002318,0.130588,0.002014,50
robust_mpc_handoff,0.600000,5,0.595348,0.008104,0.556584,0.010906,0.587937,0.002320,0.136741,0.002032,0.126671,0.003943,0.044599,0.000887,0.287863,0.000794,0.067916,0.000864,0.082378,0.000879,0.149709,0.002192,0.131596,0.001859,50
robust_mpc_handoff,0.600000,6,0.597627,0.008091,0.559476,0.010933,0.587236,0.002335,0.135889,0.001977,0.126992,0.003974,0.044128,0.001039,0.287521,0.000733,0.067903,0.000634,0.082459,0.000905,0.149012,0.002200,0.130982,0.001949,50
robust_mpc_handoff,0.600000,7,0.595485,0.008435,0.556798,0.011174,0.587312,0.002211,0.136812,0.002026,0.127490,0.003818,0.043444,0.000921,0.288071,0.000634,0.067922,0.000815,0.082140,0.000886,0.149026,0.002340,0.131141,0.001952,50
robust_mpc_handoff,0.600000,8,0.594597,0.008408,0.556280,0.011282,0.587790,0.002205,0.136189,0.002037,0.127226,0.004063,0.044033,0.001034,0.287938,0.000840,0.068024,0.000733,0.082526,0.000959,0.149145,0.002199,0.131144,0.001962,50
robust_mpc_handoff,0.600000,9,0.594908,0.008843,0.556608,0.011627,0.586753,0.002231,0.136012,0.002124,0.126833,0.003963,0.043866,0.001021,0.288226,0.000671,0.067648,0.000869,0.082369,0.000848,0.148811,0.002361,0.130808,0.002018,50
robust_mpc_handoff,0.740000,0,0.572674,0.008970,0.519515,0.012109,0.577700,0.002326,0.145221,0.002271,0.134201,0.004044,0.045994,0.001118,0.291313,0.000718,0.071732,0.000794,0.085692,0.000968,0.159478,0.002538,0.138819,0.002161,50
robust_mpc_handoff,0.740000,1,0.573973,0.008819,0.520606,0.011855,0.577356,0.002227,0.146025,0.002219,0.134074,0.003996,0.045121,0.001122,0.291631,0.000792,0.071480,0.000744,0.085410,0.000950,0.159455,0.002563,0.138625,0.002115,50
robust_mpc_handoff,0.740000,2,0.574990,0.008863,0.521253,0.011878,0.577099,0.002565,0.146004,0.002138,0.134130,0.003779,0.045686,0.001078,0.291535,0.000816,0.071432,0.000834,0.085735,0.001012,0.159643,0.002324,0.138946,0.001992,50
robust_mpc_handoff,0.740000,3,0.573891,0.008492,0.521452,0.011732,0.577638,0.002421,0.144899,0.002217,0.133823,0.004000,0.045279,0.001094,0.291271,0.000857,0.071722,0.000777,0.085475,0.001046,0.158913,0.002559,0.138164,0.002153,50
robust_mpc_handoff,0.740000,4,0.575711,0.009046,0.523348,0.012164,0.577710,0.002368,0.144550,0.002339,0.134433,0.003945,0.045363,0.001175,0.291283,0.000802,0.071562,0.000841,0.085932,0.000938,0.158540,0.002482,0.138151,0.002165,50
robust_mpc_handoff,0.740000,5,0.573047,0.008662,0.519626,0.011777,0.578333,0.002491,0.145998,0.002231,0.133557,0.003964,0.046237,0.000981,0.291238,0.000815,0.071554,0.000879,0.085930,0.000947,0.159865,0.002361,0.139159,0.002011,50
robust_mpc_handoff,0.740000,6,0.575326,0.008608,0.522518,0.011755,0.577631,0.002503,0.145146,0.002167,0.133878,0.003995,0.045766,0.001139,0.290897,0.000749,0.071541,0.000646,0.086012,0.000973,0.159169,0.002365,0.138545,0.002099,50
robust_mpc_handoff,0.740000,7,0.573184,0.008921,0.519841,0.011966,0.577707,0.002368,0.146068,0.002222,0.134376,0.003840,0.045082,0.001017,0.291446,0.000645,0.071560,0.000835,0.085692,0.000954,0.159182,0.002510,0.138704,0.002103,50
robust_mpc_handoff,0.740000,8,0.572296,0.008916,0.519322,0.012089,0.578186,0.002366,0.145446,0.002227,0.134112,0.004083,0.045671,0.001132,0.291313,0.000862,0.071662,0.000747,0.086079,0.001027,0.159302,0.002361,0.138707,0.002110,50
robust_mpc_handoff,0.740000,9,0.572607,0.009351,0.519651,0.012451,0.577148,0.002399,0.145269,0.002310,0.133719,0.003987,0.045504,0.001121,0.291601,0.000684,0.071286,0.000887,0.085921,0.000915,0.158967,0.002531,0.138371,0.002172,50
stability_calibrated_servo_foundation_arbiter_v5,0.000000,0,0.837355,0.007797,1.003002,0.009450,0.761042,0.001477,0.036267,0.001021,0.054804,0.003936,0.011512,0.000745,0.182930,0.000714,0.019651,0.000699,0.060594,0.000736,0.064875,0.001715,0.039679,0.001364,50
stability_calibrated_servo_foundation_arbiter_v5,0.000000,1,0.840309,0.007572,1.006308,0.008960,0.760943,0.001630,0.035791,0.001050,0.054652,0.003685,0.011309,0.000739,0.183591,0.000722,0.019544,0.000824,0.060736,0.000805,0.064106,0.001643,0.039280,0.001277,50
stability_calibrated_servo_foundation_arbiter_v5,0.000000,2,0.838546,0.007409,1.004274,0.008886,0.760461,0.001775,0.035661,0.001004,0.054588,0.003765,0.011495,0.000622,0.183630,0.000556,0.020022,0.000785,0.060789,0.000770,0.064571,0.001661,0.039398,0.001327,50
stability_calibrated_servo_foundation_arbiter_v5,0.000000,3,0.839311,0.007700,1.005705,0.009150,0.761378,0.001485,0.035090,0.001002,0.054652,0.003692,0.012132,0.000557,0.183126,0.000771,0.019392,0.000708,0.060282,0.000785,0.064319,0.001561,0.039394,0.001228,50
stability_calibrated_servo_foundation_arbiter_v5,0.000000,4,0.840092,0.006869,1.005491,0.008306,0.760465,0.001603,0.036204,0.001017,0.054577,0.003655,0.011661,0.000652,0.183389,0.000721,0.019717,0.000829,0.060227,0.000740,0.064785,0.001593,0.039697,0.001271,50
stability_calibrated_servo_foundation_arbiter_v5,0.000000,5,0.839152,0.007812,1.005330,0.009387,0.760928,0.001691,0.035601,0.001006,0.055328,0.003791,0.011068,0.000639,0.183192,0.000815,0.019452,0.000785,0.060621,0.000821,0.064118,0.001578,0.039182,0.001314,50
stability_calibrated_servo_foundation_arbiter_v5,0.000000,6,0.838316,0.007919,1.003543,0.009613,0.759526,0.001447,0.035561,0.001159,0.055475,0.003858,0.011703,0.000535,0.183410,0.000719,0.019794,0.000788,0.060748,0.000703,0.065105,0.001744,0.039624,0.001346,50
stability_calibrated_servo_foundation_arbiter_v5,0.000000,7,0.841387,0.007838,1.007269,0.009473,0.760724,0.001815,0.035399,0.001057,0.055022,0.003798,0.011609,0.000735,0.183679,0.000665,0.019844,0.000789,0.060455,0.000728,0.064425,0.001811,0.039401,0.001398,50
stability_calibrated_servo_foundation_arbiter_v5,0.000000,8,0.838239,0.007573,1.003536,0.009088,0.760205,0.001625,0.035710,0.001145,0.055553,0.003916,0.011592,0.000661,0.183426,0.000750,0.020132,0.000762,0.060787,0.000757,0.064767,0.001634,0.039710,0.001336,50
stability_calibrated_servo_foundation_arbiter_v5,0.000000,9,0.839565,0.007905,1.005218,0.009596,0.760891,0.001696,0.036150,0.001078,0.055098,0.003934,0.011257,0.000686,0.183662,0.000851,0.019323,0.000663,0.060811,0.000834,0.064424,0.001670,0.039480,0.001433,50
stability_calibrated_servo_foundation_arbiter_v5,0.180000,0,0.820938,0.007900,0.970855,0.009719,0.748693,0.001648,0.044308,0.001203,0.063511,0.003955,0.013176,0.000821,0.187098,0.000729,0.024259,0.000713,0.066225,0.000806,0.077244,0.001857,0.047249,0.001482,50
stability_calibrated_servo_foundation_arbiter_v5,0.180000,1,0.823892,0.007681,0.974162,0.009258,0.748594,0.001791,0.043832,0.001237,0.063359,0.003706,0.012973,0.000810,0.187759,0.000732,0.024152,0.000837,0.066366,0.000866,0.076476,0.001796,0.046850,0.001405,50
stability_calibrated_servo_foundation_arbiter_v5,0.180000,2,0.822129,0.007517,0.972127,0.009161,0.748113,0.001902,0.043702,0.001148,0.063295,0.003788,0.013159,0.000684,0.187798,0.000565,0.024630,0.000804,0.066419,0.000839,0.076941,0.001797,0.046968,0.001430,50
stability_calibrated_servo_foundation_arbiter_v5,0.180000,3,0.822894,0.007820,0.973558,0.009442,0.749029,0.001654,0.043131,0.001150,0.063359,0.003713,0.013797,0.000601,0.187294,0.000793,0.024000,0.000723,0.065913,0.000852,0.076688,0.001684,0.046964,0.001321,50
stability_calibrated_servo_foundation_arbiter_v5,0.180000,4,0.823675,0.006959,0.973344,0.008572,0.748117,0.001772,0.044245,0.001179,0.063284,0.003678,0.013325,0.000719,0.187557,0.000733,0.024325,0.000839,0.065858,0.000808,0.077155,0.001720,0.047267,0.001381,50
stability_calibrated_servo_foundation_arbiter_v5,0.180000,5,0.822734,0.007931,0.973184,0.009678,0.748579,0.001853,0.043643,0.001143,0.064035,0.003814,0.012733,0.000726,0.187360,0.000839,0.024060,0.000798,0.066252,0.000884,0.076487,0.001717,0.046752,0.001427,50
stability_calibrated_servo_foundation_arbiter_v5,0.180000,6,0.821899,0.008033,0.971397,0.009910,0.747178,0.001595,0.043603,0.001329,0.064182,0.003882,0.013367,0.000605,0.187578,0.000734,0.024402,0.000804,0.066379,0.000773,0.077474,0.001886,0.047194,0.001465,50
stability_calibrated_servo_foundation_arbiter_v5,0.180000,7,0.824970,0.007954,0.975122,0.009769,0.748376,0.001965,0.043440,0.001212,0.063729,0.003820,0.013273,0.000806,0.187847,0.000672,0.024452,0.000805,0.066086,0.000785,0.076794,0.001943,0.046971,0.001506,50
stability_calibrated_servo_foundation_arbiter_v5,0.180000,8,0.821822,0.007676,0.971390,0.009375,0.747856,0.001807,0.043752,0.001307,0.064260,0.003938,0.013256,0.000731,0.187594,0.000765,0.024740,0.000775,0.066418,0.000821,0.077136,0.001781,0.047280,0.001453,50
stability_calibrated_servo_foundation_arbiter_v5,0.180000,9,0.823148,0.008021,0.973071,0.009878,0.748543,0.001851,0.044191,0.001238,0.063805,0.003956,0.012921,0.000772,0.187830,0.000868,0.023931,0.000682,0.066441,0.000905,0.076794,0.001815,0.047050,0.001547,50
stability_calibrated_servo_foundation_arbiter_v5,0.320000,0,0.807798,0.008006,0.945477,0.009986,0.739089,0.001796,0.050563,0.001362,0.070283,0.003971,0.014477,0.000890,0.190345,0.000742,0.027843,0.000726,0.070604,0.000869,0.086869,0.001983,0.053141,0.001590,50
stability_calibrated_servo_foundation_arbiter_v5,0.320000,1,0.810753,0.007793,0.948783,0.009549,0.738990,0.001932,0.050087,0.001398,0.070131,0.003723,0.014274,0.000877,0.191006,0.000741,0.027736,0.000848,0.070746,0.000921,0.086100,0.001930,0.052742,0.001520,50
stability_calibrated_servo_foundation_arbiter_v5,0.320000,2,0.808990,0.007629,0.946748,0.009435,0.738508,0.002019,0.049957,0.001285,0.070067,0.003808,0.014460,0.000747,0.191045,0.000573,0.028214,0.000819,0.070798,0.000899,0.086565,0.001920,0.052859,0.001528,50
stability_calibrated_servo_foundation_arbiter_v5,0.320000,3,0.809754,0.007941,0.948180,0.009728,0.739425,0.001801,0.049385,0.001289,0.070131,0.003730,0.015098,0.000654,0.190541,0.000810,0.027584,0.000736,0.070292,0.000911,0.086313,0.001800,0.052856,0.001414,50
stability_calibrated_servo_foundation_arbiter_v5,0.320000,4,0.810535,0.007058,0.947966,0.008843,0.738512,0.001918,0.050499,0.001326,0.070056,0.003696,0.014626,0.000784,0.190804,0.000743,0.027909,0.000849,0.070237,0.000868,0.086779,0.001838,0.053158,0.001484,50
stability_calibrated_servo_foundation_arbiter_v5,0.320000,5,0.809595,0.008049,0.947805,0.009961,0.738975,0.001994,0.049897,0.001275,0.070807,0.003834,0.014033,0.000804,0.190607,0.000858,0.027644,0.000809,0.070631,0.000940,0.086112,0.001843,0.052644,0.001532,50
stability_calibrated_servo_foundation_arbiter_v5,0.320000,6,0.808759,0.008151,0.946018,0.010198,0.737573,0.001730,0.049857,0.001478,0.070954,0.003902,0.014668,0.000675,0.190825,0.000747,0.027986,0.000818,0.070758,0.000835,0.087098,0.002012,0.053086,0.001573,50
stability_calibrated_servo_foundation_arbiter_v5,0.320000,7,0.811830,0.008072,0.949744,0.010057,0.738771,0.002098,0.049695,0.001354,0.070501,0.003837,0.014574,0.000872,0.191094,0.000680,0.028036,0.000819,0.070465,0.000839,0.086419,0.002062,0.052863,0.001606,50
stability_calibrated_servo_foundation_arbiter_v5,0.320000,8,0.808683,0.007783,0.946011,0.009659,0.738252,0.001961,0.050006,0.001452,0.071032,0.003956,0.014557,0.000799,0.190841,0.000778,0.028324,0.000786,0.070797,0.000880,0.086761,0.001912,0.053171,0.001559,50
stability_calibrated_servo_foundation_arbiter_v5,0.320000,9,0.810009,0.008136,0.947693,0.010153,0.738938,0.001987,0.050446,0.001383,0.070577,0.003975,0.014222,0.000849,0.191077,0.000882,0.027515,0.000699,0.070820,0.000966,0.086418,0.001943,0.052942,0.001652,50
stability_calibrated_servo_foundation_arbiter_v5,0.460000,0,0.794334,0.008139,0.919770,0.010306,0.729484,0.001955,0.056817,0.001530,0.077055,0.003988,0.015784,0.000967,0.193596,0.000756,0.031427,0.000739,0.074983,0.000936,0.096496,0.002121,0.059036,0.001708,50
stability_calibrated_servo_foundation_arbiter_v5,0.460000,1,0.797288,0.007934,0.923076,0.009896,0.729385,0.002083,0.056341,0.001567,0.076903,0.003742,0.015580,0.000952,0.194258,0.000751,0.031320,0.000860,0.075125,0.000982,0.095728,0.002074,0.058637,0.001644,50
stability_calibrated_servo_foundation_arbiter_v5,0.460000,2,0.795526,0.007770,0.921042,0.009765,0.728904,0.002150,0.056211,0.001437,0.076839,0.003828,0.015767,0.000820,0.194296,0.000584,0.031798,0.000835,0.075177,0.000965,0.096193,0.002055,0.058754,0.001638,50
stability_calibrated_servo_foundation_arbiter_v5,0.460000,3,0.796290,0.008090,0.922473,0.010068,0.729820,0.001958,0.055640,0.001442,0.076903,0.003749,0.016404,0.000719,0.193793,0.000829,0.031168,0.000751,0.074671,0.000975,0.095941,0.001929,0.058751,0.001520,50
stability_calibrated_servo_foundation_arbiter_v5,0.460000,4,0.797071,0.007187,0.922259,0.009174,0.728908,0.002074,0.056754,0.001485,0.076828,0.003715,0.015932,0.000859,0.194055,0.000755,0.031493,0.000859,0.074616,0.000934,0.096407,0.001969,0.059053,0.001599,50
