cell_id,ablation,note,task,regime,split,seed,success_rate,utility,override_precision,unsafe_action_rate,tracking_error,damage_rate,latency_cost,calibration_error,abstention_rate,predicted_risk,realized_risk
7474,foundation_only_preference,trusts foundation policy too often,visual_grasp_centering,fov_escape_risk,combined_stress,3,0.728622,0.759125,0.634285,0.122017,0.104351,0.019039,0.184994,0.059347,0.075019,0.134142,0.103250
7475,foundation_only_preference,trusts foundation policy too often,visual_grasp_centering,fov_escape_risk,combined_stress,4,0.739290,0.767497,0.627211,0.119257,0.107738,0.019280,0.186945,0.060974,0.076332,0.133851,0.103103
7476,foundation_only_preference,trusts foundation policy too often,visual_grasp_centering,fov_escape_risk,combined_stress,5,0.743390,0.773928,0.630871,0.117477,0.105335,0.024060,0.182317,0.058817,0.074019,0.136868,0.104104
7477,foundation_only_preference,trusts foundation policy too often,visual_grasp_centering,fov_escape_risk,combined_stress,6,0.754568,0.778325,0.626461,0.123157,0.106423,0.025182,0.183014,0.058863,0.074674,0.142111,0.107729
7478,foundation_only_preference,trusts foundation policy too often,visual_grasp_centering,fov_escape_risk,combined_stress,7,0.752786,0.779646,0.633145,0.121672,0.108334,0.022666,0.185321,0.060933,0.076079,0.140316,0.106350
7479,foundation_only_preference,trusts foundation policy too often,visual_grasp_centering,fov_escape_risk,combined_stress,8,0.731346,0.757650,0.630415,0.120917,0.106157,0.023872,0.186825,0.060500,0.075597,0.136882,0.106131
7480,foundation_only_preference,trusts foundation policy too often,visual_grasp_centering,fov_escape_risk,combined_stress,9,0.744792,0.772268,0.636367,0.123112,0.108861,0.022689,0.186584,0.057316,0.073897,0.140799,0.106519
7481,foundation_only_preference,trusts foundation policy too often,visual_grasp_centering,compound_visual_geometry_shift,clean_deployment,0,0.771678,0.815445,0.636211,0.109553,0.096765,0.021164,0.180234,0.054537,0.070676,0.120903,0.095966
7482,foundation_only_preference,trusts foundation policy too often,visual_grasp_centering,compound_visual_geometry_shift,clean_deployment,1,0.797654,0.836693,0.636799,0.115058,0.097746,0.022842,0.179979,0.053628,0.070278,0.128279,0.099634
7483,foundation_only_preference,trusts foundation policy too often,visual_grasp_centering,compound_visual_geometry_shift,clean_deployment,2,0.773746,0.820846,0.641557,0.109973,0.093165,0.020293,0.179761,0.053572,0.070026,0.123486,0.094696
7484,foundation_only_preference,trusts foundation policy too often,visual_grasp_centering,compound_visual_geometry_shift,clean_deployment,3,0.778646,0.820050,0.638299,0.112063,0.097716,0.023870,0.180679,0.051996,0.071721,0.125059,0.098492
7485,foundation_only_preference,trusts foundation policy too often,visual_grasp_centering,compound_visual_geometry_shift,clean_deployment,4,0.768286,0.806047,0.639421,0.115378,0.098594,0.025309,0.178280,0.057298,0.068123,0.127471,0.102065
7486,foundation_only_preference,trusts foundation policy too often,visual_grasp_centering,compound_visual_geometry_shift,clean_deployment,5,0.778594,0.826053,0.644455,0.108593,0.095464,0.019892,0.181800,0.056396,0.072138,0.122447,0.094816
7487,foundation_only_preference,trusts foundation policy too often,visual_grasp_centering,compound_visual_geometry_shift,clean_deployment,6,0.784046,0.824691,0.641053,0.111248,0.099085,0.026230,0.178892,0.056591,0.070773,0.127923,0.100597
7488,foundation_only_preference,trusts foundation policy too often,visual_grasp_centering,compound_visual_geometry_shift,clean_deployment,7,0.773754,0.814174,0.640555,0.111938,0.097984,0.024968,0.182277,0.055791,0.071176,0.127996,0.099811
7489,foundation_only_preference,trusts foundation policy too often,visual_grasp_centering,compound_visual_geometry_shift,clean_deployment,8,0.782024,0.822145,0.646255,0.113008,0.100216,0.026860,0.180723,0.056076,0.072486,0.129384,0.101964
7490,foundation_only_preference,trusts foundation policy too often,visual_grasp_centering,compound_visual_geometry_shift,clean_deployment,9,0.763304,0.804621,0.635401,0.112893,0.098596,0.021697,0.178685,0.050880,0.072356,0.124816,0.097623
7491,foundation_only_preference,trusts foundation policy too often,visual_grasp_centering,compound_visual_geometry_shift,heldout_object,0,0.784167,0.817239,0.636119,0.119238,0.101927,0.024436,0.180146,0.055588,0.072602,0.133024,0.103837
7492,foundation_only_preference,trusts foundation policy too often,visual_grasp_centering,compound_visual_geometry_shift,heldout_object,1,0.764041,0.804844,0.637421,0.112388,0.102335,0.021965,0.178429,0.053106,0.070769,0.127340,0.098759
7493,foundation_only_preference,trusts foundation policy too often,visual_grasp_centering,compound_visual_geometry_shift,heldout_object,2,0.747881,0.784279,0.635807,0.111388,0.100681,0.026946,0.183412,0.058702,0.072924,0.132294,0.101811
7494,foundation_only_preference,trusts foundation policy too often,visual_grasp_centering,compound_visual_geometry_shift,heldout_object,3,0.767013,0.799586,0.633323,0.116293,0.104203,0.026758,0.178307,0.056456,0.073299,0.135076,0.104427
7495,foundation_only_preference,trusts foundation policy too often,visual_grasp_centering,compound_visual_geometry_shift,heldout_object,4,0.753709,0.788415,0.634829,0.114883,0.103926,0.026653,0.179326,0.053424,0.074614,0.132212,0.103083
7496,foundation_only_preference,trusts foundation policy too often,visual_grasp_centering,compound_visual_geometry_shift,heldout_object,5,0.758967,0.792452,0.640937,0.119538,0.100827,0.027078,0.180509,0.054820,0.073402,0.132915,0.105133
7497,foundation_only_preference,trusts foundation policy too often,visual_grasp_centering,compound_visual_geometry_shift,heldout_object,6,0.761933,0.798287,0.640037,0.119453,0.099159,0.022064,0.178018,0.056954,0.072557,0.130527,0.102201
7498,foundation_only_preference,trusts foundation policy too often,visual_grasp_centering,compound_visual_geometry_shift,heldout_object,7,0.757779,0.792530,0.640049,0.118298,0.099632,0.023379,0.182514,0.059572,0.074514,0.131504,0.102985
7499,foundation_only_preference,trusts foundation policy too often,visual_grasp_centering,compound_visual_geometry_shift,heldout_object,8,0.768973,0.800295,0.633749,0.120738,0.098912,0.022991,0.184324,0.057873,0.073359,0.134342,0.103467
7500,foundation_only_preference,trusts foundation policy too often,visual_grasp_centering,compound_visual_geometry_shift,heldout_object,9,0.777935,0.814251,0.636191,0.116808,0.102119,0.020954,0.179148,0.058177,0.071159,0.131118,0.101159
7501,foundation_only_preference,trusts foundation policy too often,visual_grasp_centering,compound_visual_geometry_shift,heldout_camera,0,0.750105,0.778040,0.630915,0.119552,0.101911,0.027845,0.185967,0.055386,0.076785,0.137028,0.105925
7502,foundation_only_preference,trusts foundation policy too often,visual_grasp_centering,compound_visual_geometry_shift,heldout_camera,1,0.749609,0.772835,0.626355,0.121642,0.104251,0.027730,0.182806,0.062224,0.076915,0.139964,0.108607
7503,foundation_only_preference,trusts foundation policy too often,visual_grasp_centering,compound_visual_geometry_shift,heldout_camera,2,0.742895,0.768493,0.636453,0.123867,0.108979,0.027753,0.181066,0.055551,0.077377,0.141955,0.109528
7504,foundation_only_preference,trusts foundation policy too often,visual_grasp_centering,compound_visual_geometry_shift,heldout_camera,3,0.747615,0.772458,0.631851,0.125107,0.103870,0.024446,0.184714,0.059500,0.073152,0.139997,0.107791
7505,foundation_only_preference,trusts foundation policy too often,visual_grasp_centering,compound_visual_geometry_shift,heldout_camera,4,0.748155,0.772586,0.625929,0.124232,0.107773,0.022820,0.180345,0.057693,0.074925,0.138269,0.106961
7506,foundation_only_preference,trusts foundation policy too often,visual_grasp_centering,compound_visual_geometry_shift,heldout_camera,5,0.747437,0.770514,0.629139,0.124192,0.106300,0.027016,0.180705,0.060534,0.074120,0.141583,0.109563
7507,foundation_only_preference,trusts foundation policy too often,visual_grasp_centering,compound_visual_geometry_shift,heldout_camera,6,0.760599,0.787828,0.632589,0.120557,0.106897,0.025333,0.182295,0.060696,0.075130,0.139505,0.107003
7508,foundation_only_preference,trusts foundation policy too often,visual_grasp_centering,compound_visual_geometry_shift,heldout_camera,7,0.743185,0.768848,0.624735,0.118327,0.104025,0.027494,0.184433,0.060005,0.074562,0.138839,0.106430
7509,foundation_only_preference,trusts foundation policy too often,visual_grasp_centering,compound_visual_geometry_shift,heldout_camera,8,0.738539,0.762596,0.628953,0.123902,0.101473,0.028046,0.180000,0.061376,0.072882,0.141667,0.109111
7510,foundation_only_preference,trusts foundation policy too often,visual_grasp_centering,compound_visual_geometry_shift,heldout_camera,9,0.745109,0.770018,0.635757,0.122607,0.109331,0.027466,0.186450,0.058125,0.073067,0.142135,0.109297
7511,foundation_only_preference,trusts foundation policy too often,visual_grasp_centering,compound_visual_geometry_shift,combined_stress,0,0.727803,0.742023,0.623499,0.130691,0.109274,0.027235,0.185614,0.060405,0.077997,0.149242,0.113441
7512,foundation_only_preference,trusts foundation policy too often,visual_grasp_centering,compound_visual_geometry_shift,combined_stress,1,0.715805,0.725650,0.620955,0.133656,0.113950,0.026255,0.185942,0.061267,0.082032,0.152012,0.115480
7513,foundation_only_preference,trusts foundation policy too often,visual_grasp_centering,compound_visual_geometry_shift,combined_stress,2,0.727615,0.739551,0.617505,0.128166,0.111946,0.026430,0.189659,0.063772,0.080787,0.148576,0.112956
7514,foundation_only_preference,trusts foundation policy too often,visual_grasp_centering,compound_visual_geometry_shift,combined_stress,3,0.725985,0.740054,0.627519,0.132076,0.109346,0.025786,0.184638,0.066058,0.079062,0.150313,0.114299
7515,foundation_only_preference,trusts foundation policy too often,visual_grasp_centering,compound_visual_geometry_shift,combined_stress,4,0.712215,0.728166,0.618237,0.125646,0.114194,0.022989,0.189965,0.060622,0.079999,0.144064,0.109679
7516,foundation_only_preference,trusts foundation policy too often,visual_grasp_centering,compound_visual_geometry_shift,combined_stress,5,0.734073,0.750735,0.624183,0.128706,0.108958,0.024171,0.188511,0.061661,0.078984,0.145548,0.110868
7517,foundation_only_preference,trusts foundation policy too often,visual_grasp_centering,compound_visual_geometry_shift,combined_stress,6,0.715883,0.725659,0.624579,0.133111,0.116874,0.029206,0.186284,0.059381,0.077639,0.151375,0.117233
7518,foundation_only_preference,trusts foundation policy too often,visual_grasp_centering,compound_visual_geometry_shift,combined_stress,7,0.728821,0.747548,0.621303,0.124731,0.111239,0.022683,0.186180,0.062968,0.082059,0.145984,0.108834
7519,foundation_only_preference,trusts foundation policy too often,visual_grasp_centering,compound_visual_geometry_shift,combined_stress,8,0.714631,0.726378,0.621801,0.130731,0.110531,0.026987,0.189032,0.064203,0.078782,0.148992,0.114277
7520,foundation_only_preference,trusts foundation policy too often,visual_grasp_centering,compound_visual_geometry_shift,combined_stress,9,0.712015,0.723535,0.623079,0.130471,0.111917,0.029464,0.189352,0.060272,0.079747,0.150659,0.115186
7521,foundation_only_preference,trusts foundation policy too often,drawer_handle_alignment,occlusion_shift,clean_deployment,0,0.758938,0.815876,0.656128,0.099894,0.111250,0.020313,0.177079,0.047367,0.062129,0.116032,0.092732
7522,foundation_only_preference,trusts foundation policy too often,drawer_handle_alignment,occlusion_shift,clean_deployment,1,0.761832,0.825970,0.657106,0.093554,0.106733,0.019071,0.174550,0.047890,0.064041,0.108747,0.088069
7523,foundation_only_preference,trusts foundation policy too often,drawer_handle_alignment,occlusion_shift,clean_deployment,2,0.771120,0.829529,0.659842,0.101209,0.111844,0.018607,0.173367,0.048111,0.063854,0.115933,0.092638
7524,foundation_only_preference,trusts foundation policy too often,drawer_handle_alignment,occlusion_shift,clean_deployment,3,0.768888,0.826777,0.658390,0.100639,0.109714,0.020030,0.173965,0.048507,0.065346,0.113479,0.092792
7525,foundation_only_preference,trusts foundation policy too often,drawer_handle_alignment,occlusion_shift,clean_deployment,4,0.756578,0.813275,0.664168,0.103154,0.111198,0.022479,0.171649,0.048881,0.065011,0.118632,0.095814
7526,foundation_only_preference,trusts foundation policy too often,drawer_handle_alignment,occlusion_shift,clean_deployment,5,0.769540,0.826796,0.659434,0.099979,0.105481,0.024025,0.173403,0.052254,0.061969,0.115825,0.094536
7527,foundation_only_preference,trusts foundation policy too often,drawer_handle_alignment,occlusion_shift,clean_deployment,6,0.754144,0.811333,0.655810,0.099034,0.105249,0.021773,0.178473,0.051317,0.061646,0.115883,0.092557
7528,foundation_only_preference,trusts foundation policy too often,drawer_handle_alignment,occlusion_shift,clean_deployment,7,0.757750,0.815100,0.662884,0.100744,0.107986,0.024927,0.177758,0.045877,0.061996,0.116312,0.094829
7529,foundation_only_preference,trusts foundation policy too often,drawer_handle_alignment,occlusion_shift,clean_deployment,8,0.756036,0.812615,0.656962,0.098384,0.110664,0.024411,0.173141,0.048981,0.065341,0.116592,0.094545
7530,foundation_only_preference,trusts foundation policy too often,drawer_handle_alignment,occlusion_shift,clean_deployment,9,0.782492,0.837159,0.661684,0.101599,0.111666,0.024116,0.176799,0.050145,0.065354,0.118420,0.096347
7531,foundation_only_preference,trusts foundation policy too often,drawer_handle_alignment,occlusion_shift,heldout_object,0,0.737310,0.791606,0.654278,0.100154,0.115430,0.020385,0.178589,0.048115,0.064302,0.117559,0.093952
7532,foundation_only_preference,trusts foundation policy too often,drawer_handle_alignment,occlusion_shift,heldout_object,1,0.749990,0.799239,0.652958,0.107099,0.109830,0.019385,0.179878,0.052647,0.067672,0.120114,0.096289
7533,foundation_only_preference,trusts foundation policy too often,drawer_handle_alignment,occlusion_shift,heldout_object,2,0.761426,0.814231,0.656294,0.101729,0.115286,0.020299,0.176148,0.054139,0.066614,0.119788,0.095711
7534,foundation_only_preference,trusts foundation policy too often,drawer_handle_alignment,occlusion_shift,heldout_object,3,0.743288,0.800192,0.658214,0.099144,0.114188,0.019514,0.177844,0.048839,0.068529,0.118548,0.092820
7535,foundation_only_preference,trusts foundation policy too often,drawer_handle_alignment,occlusion_shift,heldout_object,4,0.765332,0.819047,0.657104,0.102639,0.113032,0.021665,0.176530,0.048321,0.065477,0.117860,0.095397
7536,foundation_only_preference,trusts foundation policy too often,drawer_handle_alignment,occlusion_shift,heldout_object,5,0.757228,0.805762,0.653486,0.106684,0.113210,0.023010,0.173746,0.051344,0.066149,0.123927,0.098702
7537,foundation_only_preference,trusts foundation policy too often,drawer_handle_alignment,occlusion_shift,heldout_object,6,0.751410,0.799503,0.650636,0.104269,0.115838,0.022700,0.175787,0.052473,0.066232,0.122335,0.098145
7538,foundation_only_preference,trusts foundation policy too often,drawer_handle_alignment,occlusion_shift,heldout_object,7,0.748118,0.794217,0.651944,0.106929,0.113531,0.024397,0.178612,0.051468,0.064747,0.124871,0.099717
7539,foundation_only_preference,trusts foundation policy too often,drawer_handle_alignment,occlusion_shift,heldout_object,8,0.756442,0.807437,0.651788,0.100059,0.113838,0.024944,0.177236,0.051379,0.065749,0.119631,0.096788
7540,foundation_only_preference,trusts foundation policy too often,drawer_handle_alignment,occlusion_shift,heldout_object,9,0.740712,0.787843,0.650546,0.107914,0.110981,0.020279,0.178961,0.053211,0.066919,0.120603,0.097554
7541,foundation_only_preference,trusts foundation policy too often,drawer_handle_alignment,occlusion_shift,heldout_camera,0,0.729112,0.771342,0.648948,0.109453,0.117271,0.022736,0.181597,0.051176,0.069275,0.126778,0.100735
7542,foundation_only_preference,trusts foundation policy too often,drawer_handle_alignment,occlusion_shift,heldout_camera,1,0.732640,0.773574,0.648588,0.111093,0.115026,0.025060,0.179014,0.050932,0.068545,0.127755,0.102333
7543,foundation_only_preference,trusts foundation policy too often,drawer_handle_alignment,occlusion_shift,heldout_camera,2,0.729430,0.775269,0.654168,0.106368,0.119262,0.023056,0.180099,0.051071,0.070108,0.127732,0.099860
7544,foundation_only_preference,trusts foundation policy too often,drawer_handle_alignment,occlusion_shift,heldout_camera,3,0.730882,0.771909,0.652704,0.111603,0.119521,0.023557,0.180418,0.051316,0.069863,0.129794,0.102764
7545,foundation_only_preference,trusts foundation policy too often,drawer_handle_alignment,occlusion_shift,heldout_camera,4,0.744194,0.785956,0.645936,0.111678,0.115612,0.020555,0.179318,0.050827,0.068208,0.125380,0.100111
7546,foundation_only_preference,trusts foundation policy too often,drawer_handle_alignment,occlusion_shift,heldout_camera,5,0.725410,0.770060,0.648270,0.106778,0.115686,0.021570,0.181863,0.052363,0.069970,0.124589,0.098640
7547,foundation_only_preference,trusts foundation policy too often,drawer_handle_alignment,occlusion_shift,heldout_camera,6,0.743344,0.789172,0.654198,0.104043,0.118890,0.024237,0.180527,0.056416,0.067843,0.127921,0.100309
7548,foundation_only_preference,trusts foundation policy too often,drawer_handle_alignment,occlusion_shift,heldout_camera,7,0.723336,0.771074,0.652572,0.103623,0.120014,0.022063,0.179578,0.052026,0.066278,0.126046,0.098303
7549,foundation_only_preference,trusts foundation policy too often,drawer_handle_alignment,occlusion_shift,heldout_camera,8,0.738462,0.778197,0.645972,0.110503,0.119319,0.023705,0.179290,0.051699,0.068700,0.127363,0.102346
7550,foundation_only_preference,trusts foundation policy too often,drawer_handle_alignment,occlusion_shift,heldout_camera,9,0.740896,0.780802,0.645936,0.111568,0.114716,0.023747,0.177065,0.054486,0.069883,0.126581,0.102371
7551,foundation_only_preference,trusts foundation policy too often,drawer_handle_alignment,occlusion_shift,combined_stress,0,0.722224,0.751996,0.642906,0.117457,0.124299,0.024205,0.180521,0.058585,0.072389,0.137682,0.108309
7552,foundation_only_preference,trusts foundation policy too often,drawer_handle_alignment,occlusion_shift,combined_stress,1,0.719006,0.743027,0.639654,0.120957,0.125988,0.026974,0.183873,0.056740,0.070959,0.141841,0.111634
7553,foundation_only_preference,trusts foundation policy too often,drawer_handle_alignment,occlusion_shift,combined_stress,2,0.700868,0.731010,0.644238,0.116717,0.128219,0.023191,0.185384,0.054375,0.074009,0.139471,0.107471
7554,foundation_only_preference,trusts foundation policy too often,drawer_handle_alignment,occlusion_shift,combined_stress,3,0.714114,0.744861,0.637356,0.114267,0.126741,0.022196,0.181835,0.056589,0.073649,0.136349,0.105791
7555,foundation_only_preference,trusts foundation policy too often,drawer_handle_alignment,occlusion_shift,combined_stress,4,0.731052,0.758744,0.641226,0.119802,0.127088,0.023284,0.183327,0.054333,0.071237,0.140357,0.108749
7556,foundation_only_preference,trusts foundation policy too often,drawer_handle_alignment,occlusion_shift,combined_stress,5,0.709346,0.735738,0.643818,0.120702,0.122502,0.027613,0.180071,0.059088,0.072197,0.142683,0.111539
7557,foundation_only_preference,trusts foundation policy too often,drawer_handle_alignment,occlusion_shift,combined_stress,6,0.723846,0.753553,0.636660,0.113607,0.127724,0.024791,0.182469,0.054960,0.072509,0.135767,0.106902
7558,foundation_only_preference,trusts foundation policy too often,drawer_handle_alignment,occlusion_shift,combined_stress,7,0.725904,0.754453,0.645318,0.117677,0.127615,0.025391,0.184914,0.055950,0.073869,0.138922,0.109358
7559,foundation_only_preference,trusts foundation policy too often,drawer_handle_alignment,occlusion_shift,combined_stress,8,0.716428,0.742609,0.645282,0.119507,0.127805,0.026154,0.182181,0.060956,0.072149,0.141650,0.111622
7560,foundation_only_preference,trusts foundation policy too often,drawer_handle_alignment,occlusion_shift,combined_stress,9,0.722914,0.748594,0.638142,0.119262,0.126291,0.025297,0.183381,0.055919,0.073689,0.140818,0.109767
7561,foundation_only_preference,trusts foundation policy too often,drawer_handle_alignment,jacobian_mismatch,clean_deployment,0,0.762142,0.825433,0.660886,0.093649,0.113787,0.017694,0.176707,0.049392,0.064224,0.112136,0.089138
7562,foundation_only_preference,trusts foundation policy too often,drawer_handle_alignment,jacobian_mismatch,clean_deployment,1,0.739672,0.796264,0.663934,0.101239,0.114252,0.020983,0.173207,0.053781,0.062974,0.120211,0.095581
7563,foundation_only_preference,trusts foundation policy too often,drawer_handle_alignment,jacobian_mismatch,clean_deployment,2,0.752826,0.812364,0.654034,0.097054,0.110233,0.017008,0.179309,0.048175,0.064672,0.112365,0.089373
7564,foundation_only_preference,trusts foundation policy too often,drawer_handle_alignment,jacobian_mismatch,clean_deployment,3,0.752528,0.815744,0.661636,0.091954,0.110855,0.022157,0.173188,0.053481,0.061004,0.112988,0.091004
7565,foundation_only_preference,trusts foundation policy too often,drawer_handle_alignment,jacobian_mismatch,clean_deployment,4,0.762278,0.824329,0.660082,0.095329,0.110815,0.017444,0.177262,0.051746,0.064372,0.114262,0.089569
7566,foundation_only_preference,trusts foundation policy too often,drawer_handle_alignment,jacobian_mismatch,clean_deployment,5,0.760734,0.817013,0.652180,0.097179,0.109905,0.021806,0.177679,0.050897,0.061429,0.116030,0.092634
7567,foundation_only_preference,trusts foundation policy too often,drawer_handle_alignment,jacobian_mismatch,clean_deployment,6,0.736926,0.797110,0.658936,0.096139,0.114058,0.019823,0.173095,0.050437,0.062389,0.113654,0.091816
7568,foundation_only_preference,trusts foundation policy too often,drawer_handle_alignment,jacobian_mismatch,clean_deployment,7,0.754286,0.815004,0.657898,0.092859,0.114665,0.020192,0.179607,0.049703,0.063254,0.113339,0.090457
7569,foundation_only_preference,trusts foundation policy too often,drawer_handle_alignment,jacobian_mismatch,clean_deployment,8,0.758032,0.818158,0.655420,0.097724,0.110450,0.016980,0.174301,0.050263,0.062034,0.112603,0.090102
7570,foundation_only_preference,trusts foundation policy too often,drawer_handle_alignment,jacobian_mismatch,clean_deployment,9,0.766532,0.828588,0.658096,0.096339,0.110485,0.015214,0.176856,0.051897,0.062204,0.112724,0.088715
7571,foundation_only_preference,trusts foundation policy too often,drawer_handle_alignment,jacobian_mismatch,heldout_object,0,0.746539,0.798679,0.655862,0.105364,0.113551,0.019235,0.175584,0.049982,0.066253,0.121493,0.095709
7572,foundation_only_preference,trusts foundation policy too often,drawer_handle_alignment,jacobian_mismatch,heldout_object,1,0.750285,0.800961,0.651974,0.100814,0.115162,0.021911,0.179886,0.053257,0.066588,0.122433,0.096021
7573,foundation_only_preference,trusts foundation policy too often,drawer_handle_alignment,jacobian_mismatch,heldout_object,2,0.738537,0.791186,0.650696,0.098334,0.119776,0.020368,0.176466,0.051763,0.066255,0.121408,0.094682
7574,foundation_only_preference,trusts foundation policy too often,drawer_handle_alignment,jacobian_mismatch,heldout_object,3,0.761997,0.807337,0.649892,0.106439,0.119552,0.020675,0.181409,0.052000,0.064513,0.123462,0.098743
7575,foundation_only_preference,trusts foundation policy too often,drawer_handle_alignment,jacobian_mismatch,heldout_object,4,0.740641,0.788075,0.650582,0.104749,0.116263,0.021756,0.179755,0.052330,0.064543,0.124764,0.097895
7576,foundation_only_preference,trusts foundation policy too often,drawer_handle_alignment,jacobian_mismatch,heldout_object,5,0.743935,0.797713,0.655334,0.101344,0.118214,0.019036,0.175894,0.050103,0.063988,0.120073,0.094711
7577,foundation_only_preference,trusts foundation policy too often,drawer_handle_alignment,jacobian_mismatch,heldout_object,6,0.725549,0.772716,0.651878,0.106789,0.112897,0.021307,0.180914,0.052255,0.067210,0.124384,0.097860
7578,foundation_only_preference,trusts foundation policy too often,drawer_handle_alignment,jacobian_mismatch,heldout_object,7,0.725199,0.771575,0.650018,0.105214,0.118649,0.021891,0.179323,0.052087,0.063355,0.124708,0.098678
7579,foundation_only_preference,trusts foundation policy too often,drawer_handle_alignment,jacobian_mismatch,heldout_object,8,0.728807,0.780858,0.647024,0.100229,0.117524,0.018930,0.175962,0.049578,0.065435,0.121113,0.093869
7580,foundation_only_preference,trusts foundation policy too often,drawer_handle_alignment,jacobian_mismatch,heldout_object,9,0.742155,0.787099,0.647696,0.105834,0.117217,0.022150,0.180118,0.053085,0.064210,0.125236,0.098990
7581,foundation_only_preference,trusts foundation policy too often,drawer_handle_alignment,jacobian_mismatch,heldout_camera,0,0.719164,0.761693,0.647022,0.106462,0.118185,0.023344,0.179365,0.056612,0.066428,0.126801,0.100832
7582,foundation_only_preference,trusts foundation policy too often,drawer_handle_alignment,jacobian_mismatch,heldout_camera,1,0.714680,0.760066,0.651156,0.106422,0.122179,0.017774,0.178732,0.058288,0.067776,0.126157,0.098763
7583,foundation_only_preference,trusts foundation policy too often,drawer_handle_alignment,jacobian_mismatch,heldout_camera,2,0.741710,0.784229,0.643464,0.108867,0.118580,0.018201,0.176743,0.056365,0.069233,0.124785,0.099046
7584,foundation_only_preference,trusts foundation policy too often,drawer_handle_alignment,jacobian_mismatch,heldout_camera,3,0.728760,0.772277,0.645402,0.104332,0.122168,0.019944,0.181069,0.057228,0.069803,0.125009,0.098825
7585,foundation_only_preference,trusts foundation policy too often,drawer_handle_alignment,jacobian_mismatch,heldout_camera,4,0.737194,0.779993,0.646548,0.107422,0.119289,0.020506,0.182151,0.054015,0.067966,0.128395,0.099422
7586,foundation_only_preference,trusts foundation policy too often,drawer_handle_alignment,jacobian_mismatch,heldout_camera,5,0.734732,0.779992,0.653574,0.105527,0.123297,0.020774,0.182423,0.054674,0.065556,0.128035,0.099669
7587,foundation_only_preference,trusts foundation policy too often,drawer_handle_alignment,jacobian_mismatch,heldout_camera,6,0.716486,0.763489,0.653850,0.105227,0.117898,0.021594,0.183102,0.052603,0.065871,0.126264,0.098440
7588,foundation_only_preference,trusts foundation policy too often,drawer_handle_alignment,jacobian_mismatch,heldout_camera,7,0.711454,0.749334,0.645690,0.110767,0.123024,0.023363,0.180628,0.053603,0.068356,0.130415,0.103433
7589,foundation_only_preference,trusts foundation policy too often,drawer_handle_alignment,jacobian_mismatch,heldout_camera,8,0.727148,0.770688,0.643320,0.102622,0.120759,0.022882,0.179817,0.055868,0.069431,0.125132,0.099153
7590,foundation_only_preference,trusts foundation policy too often,drawer_handle_alignment,jacobian_mismatch,heldout_camera,9,0.734992,0.781977,0.642144,0.101887,0.119463,0.016934,0.178696,0.057884,0.067688,0.124241,0.095429
7591,foundation_only_preference,trusts foundation policy too often,drawer_handle_alignment,jacobian_mismatch,combined_stress,0,0.714496,0.749482,0.644382,0.114237,0.124895,0.019163,0.184722,0.055446,0.073030,0.134928,0.103405
7592,foundation_only_preference,trusts foundation policy too often,drawer_handle_alignment,jacobian_mismatch,combined_stress,1,0.696376,0.724222,0.640092,0.117032,0.129773,0.024455,0.181882,0.055503,0.073855,0.138648,0.108900
7593,foundation_only_preference,trusts foundation policy too often,drawer_handle_alignment,jacobian_mismatch,combined_stress,2,0.701876,0.730213,0.639444,0.115992,0.128586,0.022932,0.184605,0.058095,0.074130,0.140009,0.107723
7594,foundation_only_preference,trusts foundation policy too often,drawer_handle_alignment,jacobian_mismatch,combined_stress,3,0.715112,0.747989,0.633990,0.111677,0.131378,0.017793,0.181350,0.055550,0.073313,0.134419,0.102827
7595,foundation_only_preference,trusts foundation policy too often,drawer_handle_alignment,jacobian_mismatch,combined_stress,4,0.712278,0.742527,0.641562,0.117632,0.125440,0.022195,0.181253,0.056123,0.074165,0.137884,0.107035
7596,foundation_only_preference,trusts foundation policy too often,drawer_handle_alignment,jacobian_mismatch,combined_stress,5,0.701114,0.732111,0.643296,0.115257,0.127558,0.021086,0.185092,0.059902,0.072635,0.137005,0.106398
7597,foundation_only_preference,trusts foundation policy too often,drawer_handle_alignment,jacobian_mismatch,combined_stress,6,0.702334,0.736043,0.639102,0.111797,0.125990,0.021854,0.180773,0.056945,0.073225,0.136480,0.104306
7598,foundation_only_preference,trusts foundation policy too often,drawer_handle_alignment,jacobian_mismatch,combined_stress,7,0.701786,0.730992,0.636816,0.114762,0.125371,0.024384,0.183913,0.056635,0.070495,0.139480,0.107004
7599,foundation_only_preference,trusts foundation policy too often,drawer_handle_alignment,jacobian_mismatch,combined_stress,8,0.697964,0.730014,0.640626,0.113902,0.126086,0.018771,0.186606,0.060959,0.074320,0.136832,0.104272
7600,foundation_only_preference,trusts foundation policy too often,drawer_handle_alignment,jacobian_mismatch,combined_stress,9,0.691520,0.717669,0.643830,0.119897,0.131482,0.024173,0.181278,0.058582,0.072155,0.142026,0.111042
7601,foundation_only_preference,trusts foundation policy too often,drawer_handle_alignment,fov_escape_risk,clean_deployment,0,0.743967,0.795577,0.649277,0.103154,0.111546,0.017993,0.174743,0.055003,0.067860,0.117716,0.094391
7602,foundation_only_preference,trusts foundation policy too often,drawer_handle_alignment,fov_escape_risk,clean_deployment,1,0.746309,0.795586,0.649667,0.100649,0.111403,0.024620,0.180678,0.054261,0.066260,0.122584,0.096867
